family_key	candidate_family	source_tokens	proposed_targets	occurrence_count	volume_count	sample_refs	sample_contexts	evidence_summary	confidence_summary	suggested_action
dotless_i:nañı:nañi	dotless_i	nañı (1)	nañi (1)	1	1	wts_1_34:139:25	(IsKh 1: 96,5); rgyal po ran 97 — de’i nañı nas	orthography_scan:1	medium:1	review
dotless_i:nepalensıs:nepalensis	dotless_i	nepalensıs (1)	nepalensis (1)	1	1	wts_1_34:99:74	zia nepalensıs (Kunze) Kitam. (KLETTER/	orthography_scan:1	low:1	review
dotless_i:nirmädayısyämah:nirmädayisyämah	dotless_i	nirmädayısyämah (1)	nirmädayisyämah (1)	1	1	wts_1_34:153:36	lhun bzed mi — = pätram nirmädayısyämah	orthography_scan:1	low:1	review
dotless_i:nisadäsıla:nisadäsila	dotless_i	nisadäsıla (1)	nisadäsila (1)	1	1	wts_1_34:683:121	gtun gyi 97/ = nisadäsıla (Mvy 7515); - dan	orthography_scan:1	low:1	review
dotless_i:nonıs:nonis	dotless_i	nonıs (1)	nonis (1)	1	1	wts_1_34:967:52	(Ahs 1.2.38c); ~ bas mi nonıs ranı bZin pas	orthography_scan:1	low:1	review
dotless_i:noınmen:noinmen	dotless_i	noınmen (1)	noinmen (1)	1	1	wts_1_34:749:28	noınmen hatten, war seine Stimme	orthography_scan:1	low:1	review
dotless_i:nıcht:nicht	dotless_i	nıcht (1)	nicht (1)	1	1	wts_1_34:303:71	nıcht“ (gZer 745,2).	orthography_scan:1	medium:1	review
dotless_i:nıchten:nichten	dotless_i	nıchten (1)	nichten (1)	1	1	wts_1_34:71:200	nıchten; vgl. Tkun ’joms.	orthography_scan:1	low:1	review
dotless_i:nıcıta:nicita	dotless_i	nıcıta (1)	nicita (1)	1	1	wts_1_34:536:83	nıcıta) lagen“ (HMrg 56,1).	orthography_scan:1	low:1	review
dotless_i:nıdana:nidana	dotless_i	nıdana (1)	nidana (1)	1	1	wts_1_34:398:122	skt. nıdana.	orthography_scan:1	low:1	review
dotless_i:nıen:nien	dotless_i	nıen (1)	nien (1)	1	1	wts_1_34:387:133	nıen für Laien.	orthography_scan:1	low:1	review
dotless_i:nıgrum:nigrum	dotless_i	nıgrum (1)	nigrum (1)	1	1	wts_1_34:42:33	(PW), Solanum nıgrum Linn. (MAcki 62).	orthography_scan:1	low:1	review
dotless_i:nıivaraka:niivaraka	dotless_i	nıivaraka (1)	niivaraka (1)	1	1	wts_1_34:793:174	wehrt die üblen Taten ab (skt. nıivaraka)“	orthography_scan:1	low:1	review
dotless_i:nımittam:nimittam	dotless_i	nımittam (1)	nimittam (1)	1	1	wts_1_34:483:96	Lex. nımittam (in Mvy 7626); don gan Zig	orthography_scan:1	low:1	review
dotless_i:nımm:nimm	dotless_i	nımm (1)	nimm (1)	1	1	wts_1_34:262:108	skt. āprcchasva nımm Abschied!)“ (Megh	orthography_scan:1	low:1	review
dotless_i:nınth:ninth	dotless_i	nınth (1)	ninth (1)	1	1	wts_1_34:240:26	nınth century“. In: AOH 36 (1982[1983]), pp. 545-548.	orthography_scan:1	medium:1	review
dotless_i:nıpidana:nipidana	dotless_i	nıpidana (1)	nipidana (1)	1	1	wts_1_34:599:111	[Hand] gehalten (für skt. nıpidana) hat,	orthography_scan:1	low:1	review
dotless_i:nırakäsa:nirakäsa	dotless_i	nırakäsa (1)	nirakäsa (1)	1	1	wts_1_34:173:92	hat keine Möglichkeit (für skt. nırakäsa	orthography_scan:1	low:1	review
dotless_i:nırmänakaya:nirmänakaya	dotless_i	nırmänakaya (1)	nirmänakaya (1)	1	1	wts_1_34:187:39	nırmänakaya), \ons spyod rdzogs pa’i sku (skt.	orthography_scan:1	medium:1	review
dotless_i:nıs:nis	dotless_i	nıs (1)	nis (1)	1	1	wts_1_34:260:23	nıs“ (Dagy).	orthography_scan:1	medium:1	review
dotless_i:nısädah:nisädah	dotless_i	nısädah (1)	nisädah (1)	1	1	wts_1_34:320:114	Lex. nısädah (Mvy 5034).	orthography_scan:1	low:1	review
dotless_i:nıtıv:nitiv	dotless_i	nıtıv (1)	nitiv (1)	1	1	wts_1_34:1332:23	nıtıv“ (Dagy).	orthography_scan:1	medium:1	review
dotless_i:offıcinalıs:officinalis	dotless_i	offıcinalıs (1)	officinalis (1)	1	1	wts_1_34:95:121	für skt. kolavalli Pothos offıcinalıs,	orthography_scan:1	medium:1	review
dotless_i:orı:ori	dotless_i	Orı (1)	Ori (1)	1	1	wts_1_34:757:44	YNIT fa mo gyur npr. ein Orı.	orthography_scan:1	low:1	review
dotless_i:oyı:oyi	dotless_i	oyı (1)	oyi (1)	1	1	wts_1_34:955:221	Scheitel zeigen“ (Samv 9.62); glog oyı skad	orthography_scan:1	low:1	review
dotless_i:padivaliadı:padivaliadi	dotless_i	padivaliadı (1)	padivaliadi (1)	1	1	wts_1_34:1035:188	verzögert (pkt. padivaliadı) es sich also?“	orthography_scan:1	low:1	review
dotless_i:pagıiniert:pagiiniert	dotless_i	pagıiniert (1)	pagiiniert (1)	1	1	wts_1_34:31:93	getrennt pagıiniert	orthography_scan:1	low:1	review
dotless_i:pandı:pandi	dotless_i	pandı (1)	pandi (1)	1	1	wts_1_34:375:171	der Reihe aufgestanden“ (Mil 33,16); pandı	orthography_scan:1	low:1	review
dotless_i:papageı:papagei	dotless_i	Papageı (1)	Papagei (1)	1	1	wts_1_34:170:89	2. Papageı.	orthography_scan:1	low:1	review
dotless_i:parimärjayatı:parimärjayati	dotless_i	parimärjayatı (1)	parimärjayati (1)	1	1	wts_1_34:72:11	drasüryan ... päninä parämrsati parimärjayatı	orthography_scan:1	low:1	review
dotless_i:parisphärayatı:parisphärayati	dotless_i	parisphärayatı (1)	parisphärayati (1)	1	1	wts_1_34:70:186	Lex. kun tn rgyas par byed = parisphärayatı	orthography_scan:1	medium:1	review
dotless_i:parı-:pari-	dotless_i	parı- (1)	pari- (1)	1	1	wts_1_34:76:15	Geist wird, wenn man ihm nachspürt (parı-	orthography_scan:1	low:1	review
dotless_i:parıbbäsä:paribbäsä	dotless_i	parıbbäsä (1)	paribbäsä (1)	1	1	wts_1_34:1071:62	= parıbbäsä „Rede, Worte; Tadel, Vorwurf,	orthography_scan:1	low:1	review
dotless_i:parıghätana:parighätana	dotless_i	parıghätana (1)	parighätana (1)	1	1	wts_1_34:68:106	Lex. parıghätana (Tshe 3b3).	orthography_scan:1	medium:1	review
dotless_i:parıpärna:paripärna	dotless_i	parıpärna (1)	paripärna (1)	1	1	wts_1_34:995:84	ia khri ~”0 „es sind ganze (skt. parıpärna)	orthography_scan:1	medium:1	review
dotless_i:parıpürna-sukla-:paripürna-sukla-	dotless_i	parıpürna-Sukla- (1)	paripürna-Sukla- (1)	1	1	wts_1_34:122:192	chos — yons su rdzogs pa = parıpürna-Sukla-	orthography_scan:1	medium:1	review
dotless_i:parısrävanam:parisrävanam	dotless_i	parısrävanam (1)	parisrävanam (1)	1	1	wts_1_34:650:160	Lex. parısrävanam (Mvy 9020); ~ gru gsum	orthography_scan:1	low:1	review
dotless_i:prajäpatı:prajäpati	dotless_i	Prajäpatı (1)	Prajäpati (1)	1	1	wts_1_34:248:144	2. Bez. des Prajäpatı.	orthography_scan:1	low:1	review
dotless_i:prajüapäramıta:prajüapäramita	dotless_i	prajüapäramıta (1)	prajüapäramita (1)	1	1	wts_1_34:29:77	Vaipva, Paraśuräma L. 1960: Astasahasrika prajüapäramıta. With Haribhadra’s commentary cal-	orthography_scan:1	medium:1	review
dotless_i:proportionıert:proportioniert	dotless_i	proportionıert (1)	proportioniert (1)	1	1	wts_1_34:651:91	proportionıert.	orthography_scan:1	low:1	review
dotless_i:pändaravasıni:pändaravasini	dotless_i	pändaravasıni (1)	pändaravasini (1)	1	1	wts_1_34:364:71	Lex. pändaravasıni (Mvy 4279).	orthography_scan:1	low:1	review
dotless_i:päniyavarıkab:päniyavarikab	dotless_i	päniyavarıkab (1)	päniyavarikab (1)	1	1	wts_1_34:661:210	Lex. päniyavarıkab (Mvy 9070).	orthography_scan:1	low:1	review
dotless_i:päramıtä:päramitä	dotless_i	päramıtä (1)	päramitä (1)	1	1	wts_1_34:951:71	päramıtä (Mvy 1326).	orthography_scan:1	low:1	review
dotless_i:rakaparı:rakapari	dotless_i	rakaparı (1)	rakapari (1)	1	1	wts_1_34:34:22	‚rakaparı, kakapari‘. Vimala[mitra] würdigte	orthography_scan:1	low:1	review
dotless_i:raktarajı:raktaraji	dotless_i	raktarajı (1)	raktaraji (1)	1	1	wts_1_34:292:154	heit; skt. raktarajı „excroissance	orthography_scan:1	low:1	review
dotless_i:ranı:rani	dotless_i	ranı (1)	rani (1)	1	1	wts_1_34:967:52	(Ahs 1.2.38c); ~ bas mi nonıs ranı bZin pas	orthography_scan:1	low:1	review
dotless_i:rasayananı:rasayanani	dotless_i	rasayananı (1)	rasayanani (1)	1	1	wts_1_34:383:42	„vollkommene Elixiere (skt. rasayananı	orthography_scan:1	low:1	review
dotless_i:ratnäkarasäntı:ratnäkarasänti	dotless_i	Ratnäkarasäntı (1)	Ratnäkarasänti (1)	1	1	wts_1_34:849:45	snan ba’i rgyan / Ratnäkarasäntı: Sätrasamuccayabhäsyaratnalokalam-	orthography_scan:1	medium:1	review
dotless_i:rayıkä:rayikä	dotless_i	rayıkä (1)	rayikä (1)	1	1	wts_1_34:189:185	rayıkä Brassica Juncea (1055. u.a. (Meul 595 f.).	orthography_scan:1	low:1	review
dotless_i:ria-mgrın:ria-mgrin	dotless_i	rIa-mgrın (1)	rIa-mgrin (1)	1	1	wts_1_34:527:136	rIa-mgrın“ (Sumpa 9a6).	orthography_scan:1	low:1	review
dotless_i:risa-rı'ı:risa-ri'i	dotless_i	rIsa-rı'ı (1)	rIsa-ri'i (1)	1	1	wts_1_34:1098:87	"rIsa-rı'ı thugs-ka“ (""Dzam 36,14)."	orthography_scan:1	medium:1	review
dotless_i:risa-rı:risa-ri	dotless_i	rIsa-rı (1)	rIsa-ri (1)	1	1	wts_1_34:889:221	Tälern um den Berg rIsa-rı (Neb	orthography_scan:1	low:1	review
dotless_i:rmanıs:rmanis	dotless_i	rmanıs (1)	rmanis (1)	1	1	wts_1_34:878:102	Ochsen bändigt“ (Udr 20,18); mi rmanıs	orthography_scan:1	low:1	review
dotless_i:royarı:royari	dotless_i	royarı (1)	royari (1)	1	1	wts_1_34:466:88	ART royarı bu Holztäfelchen für Rituale,	orthography_scan:1	low:1	review
dotless_i:ryı:ryi	dotless_i	Ryı (1)	Ryi (1)	1	1	wts_1_34:911:158	(skt. väjivara)“ (HMrg 51,3); ~ mmams Ryı	orthography_scan:1	low:1	review
dotless_i:räjıka:räjika	dotless_i	räjıka (1)	räjika (1)	1	1	wts_1_34:189:201	Lex. —’ (v. 1. ske tse’i) ’bru = räjıka (Mvy	orthography_scan:1	medium:1	review
dotless_i:rüın:rüin	dotless_i	rüın (1)	rüin (1)	1	1	wts_1_34:192:92	2); rüın ma bka’ gter gyi — las 'byun „es	orthography_scan:1	low:1	review
dotless_i:rıcharoson:richaroson	dotless_i	RıcHaroson (1)	RicHaroson (1)	1	1	wts_1_34:859:70	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	orthography_scan:1	low:1	review
dotless_i:rıchharpson:richharpson	dotless_i	RıcHharpson (1)	RicHharpson (1)	1	1	wts_1_34:24:56	Inschriften \ Lv/’Cosum 1987 [In1-13], | RıcHharpson 1985 [In14]	orthography_scan:1	low:1	review
dotless_i:rıg:rig	dotless_i	rıg (1)	rig (1)	1	1	wts_1_34:640:163	bzo rıg ~ / sgar //0 „Handwerker, Reiter	orthography_scan:1	low:1	review
dotless_i:rına:rina	dotless_i	rına (1)	rina (1)	1	1	wts_1_34:716:171	Schwanz in die Höhe“ (PT1064 F1,1); rına	orthography_scan:1	low:1	review
dotless_i:rıs:ris	dotless_i	rıs (1)	ris (1)	1	1	wts_1_34:188:90	སྐུད་རིས་ skud rıs Stickerei.	orthography_scan:1	medium:1	review
dotless_i:r’isa-rı:r’isa-ri	dotless_i	r’Isa-rı (1)	r’Isa-ri (1)	1	1	wts_1_34:987:188	khyim ’ga’ re „dort, in der r’Isa-rı dkyil-	orthography_scan:1	medium:1	review
dotless_i:samcarı:samcari	dotless_i	samcarı (1)	samcari (1)	1	1	wts_1_34:83:104	Lex. samcarı (r. samcäri) „sich ergehend,	orthography_scan:1	low:1	review
dotless_i:samdhävatı:samdhävati	dotless_i	samdhävatı (1)	samdhävati (1)	1	1	wts_1_34:71:65	men (samdhävatı)“ (K14 2456).	orthography_scan:1	low:1	review
dotless_i:samgrahın:samgrahin	dotless_i	samgrahın (1)	samgrahin (1)	1	1	wts_1_34:597:121	Butter beseitigt Durchfall (skt. samgrahın	orthography_scan:1	low:1	review
dotless_i:samkramanakänı:samkramanakäni	dotless_i	samkramanakänı (1)	samkramanakäni (1)	1	1	wts_1_34:976:163	Lex. samkramanakänı (Mvy 5585).	orthography_scan:1	low:1	review
dotless_i:samprakäsayısyati:samprakäsayisyati	dotless_i	samprakäsayısyati (1)	samprakäsayisyati (1)	1	1	wts_1_34:442:101	vistarena samprakäsayısyati „er wird es aus-	orthography_scan:1	low:1	review
dotless_i:samsarıtvä:samsaritvä	dotless_i	samsarıtvä (1)	samsaritvä (1)	1	1	wts_1_34:319:91	Lex. ~ nas = samsarıtvä „im Saṃsāra um-	orthography_scan:1	medium:1	review
dotless_i:samvyavaharıkam:samvyavaharikam	dotless_i	samvyavaharıkam (1)	samvyavaharikam (1)	1	1	wts_1_34:73:18	Lex. samvyavaharıkam „im Verkehr üblich,	orthography_scan:1	low:1	review
dotless_i:samädhiı:samädhii	dotless_i	Samädhiı (1)	Samädhii (1)	1	1	wts_1_34:743:201	2. ein Samädhiı.	orthography_scan:1	low:1	review
dotless_i:samädhı:samädhi	dotless_i	Samädhı (1)	Samädhi (1)	1	1	wts_1_34:678:69	rab tu ’byed pa Bez. eines Samädhı.	orthography_scan:1	medium:1	review
dotless_i:samädäpayatı:samädäpayati	dotless_i	samädäpayatı (1)	samädäpayati (1)	1	1	wts_1_34:733:193	Lex. yar dag par ’dzin du ~ = samädäpayatı	orthography_scan:1	medium:1	review
dotless_i:samäpattı:samäpatti	dotless_i	samäpattı (1)	samäpatti (1)	1	1	wts_1_34:803:80	Hemmnis der Versenkung (samäpattı), vgl.	orthography_scan:1	low:1	review
dotless_i:sarasvatı:sarasvati	dotless_i	Sarasvatı (1)	Sarasvati (1)	1	1	wts_1_34:526:132	Sarasvatı.	orthography_scan:1	low:1	review
dotless_i:sarıt:sarit	dotless_i	sarıt (1)	sarit (1)	1	1	wts_1_34:647:186	Lex. alpa sarıt (Ak 69.48); ~ (v. 1. bran) =	orthography_scan:1	low:1	review
dotless_i:satıvus:sativus	dotless_i	satıvus (1)	sativus (1)	1	1	wts_1_34:61:100	satıvus Linn. (Das 433).	orthography_scan:1	low:1	review
dotless_i:saımv:saimv	dotless_i	Saımv (1)	Saimv (1)	1	1	wts_1_34:847:115	Saımv	orthography_scan:1	low:1	review
dotless_i:sa’ı:sa’i	dotless_i	śa’ı (1)	śa’i (1)	1	1	wts_1_34:105:4	goldener Behälter“ (Suv 155,16); bru śa’ı yi	orthography_scan:1	medium:1	review
dotless_i:schatzkanımer:schatzkanimer	dotless_i	Schatzkanımer (1)	Schatzkanimer (1)	1	1	wts_1_34:807:192	Schatzkanımer“ (Dagy).	orthography_scan:1	medium:1	review
dotless_i:schlagarıig:schlagariig	dotless_i	schlagarıig (1)	schlagariig (1)	1	1	wts_1_34:878:12	ich mich schlagarıig an mein früheres	orthography_scan:1	low:1	review
dotless_i:sdarı:sdari	dotless_i	sdarı (1)	sdari (1)	1	1	wts_1_34:731:1	འཇིགས་སྡང་ Jigs sdarı	orthography_scan:1	medium:1	review
dotless_i:skyıbs:skyibs	dotless_i	skyıbs (1)	skyibs (1)	1	1	wts_1_34:200:58	skyıbs.	orthography_scan:1	low:1	review
dotless_i:skyıl:skyil	dotless_i	skyıl (1)	skyil (1)	1	1	wts_1_34:281:78	seligkeit erfüllt“ (Dol1 35,8); skyıl kruns	orthography_scan:1	low:1	review
dotless_i:skyın:skyin	dotless_i	skyın (1)	skyin (1)	1	1	wts_1_34:656:57	begeben in; skyın ¬ ersetzen.	orthography_scan:1	low:1	review
dotless_i:sman-ıı:sman-ii	dotless_i	sMan-ıı (1)	sMan-ii (1)	1	1	wts_1_34:86:34	von sMan-ıı, inthronisiert 1464.	orthography_scan:1	medium:1	review
dotless_i:smıra:smira	dotless_i	smıra (1)	smira (1)	1	1	wts_1_34:916:60	PIE rag smıra	orthography_scan:1	low:1	review
dotless_i:snanı:snani	dotless_i	snanı (1)	snani (1)	1	1	wts_1_34:716:16	མཇལ་རྩང་ mjal snanı Vision.	orthography_scan:1	medium:1	review
dotless_i:snañı:snañi	dotless_i	snañı (1)	snañi (1)	1	1	wts_1_34:1013:63	51,25); - gi rten sgrol ma’i snañı brüan „ein	orthography_scan:1	medium:1	review
dotless_i:snaṅı:snaṅi	dotless_i	snaṅı (1)	snaṅi (1)	1	1	wts_1_34:82:166	ཀུན་སྣང་ kun snaṅı	orthography_scan:1	medium:1	review
dotless_i:spanıen:spanien	dotless_i	SpanıEn (1)	SpaniEn (1)	1	1	wts_1_34:846:136	Ed.: SpanıEn/IMAEDA 1979, pl. 331-349,	orthography_scan:1	low:1	review
dotless_i:spyıl:spyil	dotless_i	spyıl (1)	spyil (1)	1	1	wts_1_34:575:173	seine Redegewandtheit“ (Udr 23,20); spyıl	orthography_scan:1	medium:1	review
dotless_i:srın:srin	dotless_i	srın (1)	srin (1)	1	1	wts_1_34:655:82	ཆུ་ཨུན chu srın.	orthography_scan:1	medium:1	review
dotless_i:stag-rı:stag-ri	dotless_i	sTag-rı (1)	sTag-ri (1)	1	1	wts_1_34:943:171	Daher wurde er bekannt als sTag-rı gAan-	orthography_scan:1	low:1	review
dotless_i:steyasamväsıkah:steyasamväsikah	dotless_i	steyasamväsıkah (1)	steyasamväsikah (1)	1	1	wts_1_34:160:192	Lex. steyasamväsıkah (Mvy 8756).	orthography_scan:1	low:1	review
dotless_i:svastı:svasti	dotless_i	svastı (1)	svasti (1)	1	1	wts_1_34:414:40	(brDa); dge (v. 1. bde) legs = svastı (Mvy	orthography_scan:1	medium:1	review
dotless_i:svämıtra:svämitra	dotless_i	śvämıtra (1)	śvämitra (1)	1	1	wts_1_34:62:133	śvämıtra.	orthography_scan:1	low:1	review
dotless_i:swa-na’ı:swa-na’i	dotless_i	śwa-na’ı (1)	śwa-na’i (1)	1	1	wts_1_34:1158:26	gsan-sgrub śwa-na’ı Zal-can (Neb 60).	orthography_scan:1	low:1	review
dotless_i:säkyamunı:säkyamuni	dotless_i	Säkyamunı (1)	Säkyamuni (1)	1	1	wts_1_34:879:247	als Säkyamunı.	orthography_scan:1	low:1	review
dotless_i:särıva:säriva	dotless_i	särıva (1)	säriva (1)	1	1	wts_1_34:1000:90	(skt. särıva) [u.a] beseitigen [Störungen	orthography_scan:1	low:1	review
dotless_i:sıg:sig	dotless_i	Sıg (1)	Sig (1)	1	1	wts_1_34:1036:95	(Nägn 82,18); kye bram ze vnams = Sıg „o	orthography_scan:1	low:1	review
dotless_i:sıkkim:sikkim	dotless_i	Sıkkim (1)	Sikkim (1)	1	1	wts_1_34:751:104	ons Sıkkim.	orthography_scan:1	low:1	review
dotless_i:sıl:sil	dotless_i	sıl (1)	sil (1)	1	1	wts_1_34:714:161	ཇོ་ཉོ།སེལ་སིལ་ jo mo sıl sil npr. ein Berg ım	orthography_scan:1	medium:1	review
dotless_i:sıman:siman	dotless_i	sıman (1)	siman (1)	1	1	wts_1_34:45:156	Lex. sıman Zig (Dagy).	orthography_scan:1	medium:1	review
dotless_i:sınan:sinan	dotless_i	sınan (1)	sinan (1)	1	1	wts_1_34:751:125	Territorium errichten“ (Liyl 17566); sınan	orthography_scan:1	low:1	review
dotless_i:sır:sir	dotless_i	sır (1)	sir (1)	1	1	wts_1_34:698:119	ich verberge es nicht“ (VinUp 35,20); sır	orthography_scan:1	low:1	review
dotless_i:sıs:sis	dotless_i	sıs (1)	sis (1)	1	1	wts_1_34:940:186	Bam ltons Oberfläche; ~ sıs auf.	orthography_scan:1	low:1	review
dotless_i:sıtz:sitz	dotless_i	sıtz (1)	sitz (1)	1	1	wts_1_34:159:163	sıtz Vierbeiner sind“, Nomade.	orthography_scan:1	low:1	review
dotless_i:sı’i:si’i	dotless_i	śı’i (1)	śi’i (1)	1	1	wts_1_34:47:32	dar ram ... yul ka śı’i ras phran „Seide oder ...	orthography_scan:1	medium:1	review
dotless_i:takrı:takri	dotless_i	takrı (1)	takri (1)	1	1	wts_1_34:152:161	takrı.	orthography_scan:1	low:1	review
dotless_i:tandız:tandiz	dotless_i	tandız (1)	tandiz (1)	1	1	wts_1_34:870:73	eine Pflanze, Amaranth, skt. tandız.	orthography_scan:1	medium:1	review
dotless_i:tanrtrı-:tanrtri-	dotless_i	tanrtrı- (1)	tanrtri- (1)	1	1	wts_1_34:1187:68	cher Gottheiten, skt. Kälarätri; die tanrtrı-	orthography_scan:1	medium:1	review
dotless_i:taraksıta:taraksita	dotless_i	taraksıta (1)	taraksita (1)	1	1	wts_1_34:1209:93	taraksıta] leicht an den Kopf getreten“ (sBa	orthography_scan:1	low:1	review
dotless_i:tarıkägama:tarikägama	dotless_i	tarıkägama (1)	tarikägama (1)	1	1	wts_1_34:1333:94	tarıkägama!‘“ (Prav 259,12); gal te dge slon	orthography_scan:1	medium:1	review
dotless_i:tatksanıkä:tatksanikä	dotless_i	tatksanıkä (1)	tatksanikä (1)	1	1	wts_1_34:989:11	Lex. ~ (¥, ¦, phrad) pa = tatksanıkä (Mvy	orthography_scan:1	medium:1	review
dotless_i:tbkrı:tbkri	dotless_i	tbkrı (1)	tbkri (1)	1	1	wts_1_34:224:44	ken; vgl. tbkrı.	orthography_scan:1	low:1	review
dotless_i:tbrkyanı:tbrkyani	dotless_i	tbrkyanı (1)	tbrkyani (1)	1	1	wts_1_34:226:70	tbrkyanı.	orthography_scan:1	low:1	review
dotless_i:tcıg:tcig	dotless_i	Tcıg (1)	Tcig (1)	1	1	wts_1_34:592:175	གཅིག་ཅར་ geig car Tcıg car.	orthography_scan:1	medium:1	review
dotless_i:teıl:teil	dotless_i	Teıl (1)	Teil (1)	1	1	wts_1_34:178:216	1. Teıl, Anteil, Portion.	orthography_scan:1	low:1	review
dotless_i:tganı:tgani	dotless_i	Tganı (1)	Tgani (1)	1	1	wts_1_34:338:83	གང་དག་ 4927? dag Tganı 3.	orthography_scan:1	medium:1	review
dotless_i:tirınkrückstände:tirinkrückstände	dotless_i	TIrınkrückstände (1)	TIrinkrückstände (1)	1	1	wts_1_34:191:97	TIrınkrückstände zu trinken“ (Padm	orthography_scan:1	low:1	review
dotless_i:tkyı:tkyi	dotless_i	tkyı (1)	tkyi (1)	1	1	wts_1_34:106:135	det; vgl. tkyı 4.	orthography_scan:1	low:1	review
dotless_i:trisatakärıkävyakhyana:trisatakärikävyakhyana	dotless_i	Trisatakärıkävyakhyana (1)	Trisatakärikävyakhyana (1)	1	1	wts_1_34:849:149	deva: Trisatakärıkävyakhyana. Abt. ’Dul ba, su 162b3-264a7.	orthography_scan:1	medium:1	review
dotless_i:träyantıka:träyantika	dotless_i	träyantıka (1)	träyantika (1)	1	1	wts_1_34:880:212	ཏཱ་ཡ་ནྡི tra ya nti eine Pflanze, skt. träyantıka	orthography_scan:1	medium:1	review
dotless_i:trıkändakah:trikändakah	dotless_i	trıkändakah (1)	trikändakah (1)	1	1	wts_1_34:1164:19	Lex. trıkändakah „aus drei Abschnitten bestehend“ (Mvy 6716); thod pa — lta bu „wie:	orthography_scan:1	medium:1	review
dotless_i:trıpathı:tripathi	dotless_i	TrıpatHı (1)	TripatHi (1)	1	1	wts_1_34:843:55	Vaipya/TrıpatHı 1987.	orthography_scan:1	medium:1	review
dotless_i:trıtt:tritt	dotless_i	trıtt (1)	tritt (1)	1	1	wts_1_34:965:143	danken gezähmt hat, trıtt man geradlinig	orthography_scan:1	low:1	review
dotless_i:turmalın:turmalin	dotless_i	Turmalın (1)	Turmalin (1)	1	1	wts_1_34:1295:85	2. ein Mineral, Antimon bzw. Turmalın.	orthography_scan:1	low:1	review
dotless_i:tusıtäh:tusitäh	dotless_i	tusıtäh (1)	tusitäh (1)	1	1	wts_1_34:403:185	Lex. tusıtäh (Mvy 3081); ’dod lha’i gnas bzi	orthography_scan:1	medium:1	review
dotless_i:tärakalı:tärakali	dotless_i	tärakalı (1)	tärakali (1)	1	1	wts_1_34:508:102	tärakalı „Retter“ (Mvy 416).	orthography_scan:1	low:1	review
dotless_i:tärısch:tärisch	dotless_i	tärısch (1)	tärisch (1)	1	1	wts_1_34:458:12	tärısch, heldenhaft.	orthography_scan:1	low:1	review
dotless_i:täyın:täyin	dotless_i	täyın (1)	täyin (1)	1	1	wts_1_34:220:44	Bodhisattvas und eines Buddha (täyın)“	orthography_scan:1	low:1	review
dotless_i:törıchten:törichten	dotless_i	törıchten (1)	törichten (1)	1	1	wts_1_34:208:151	Wohlwollen auf diesen törıchten Men-	orthography_scan:1	low:1	review
dotless_i:tüsnimbhavenadhiväsayatı:tüsnimbhavenadhiväsayati	dotless_i	tüsnimbhavenadhiväsayatı (1)	tüsnimbhavenadhiväsayati (1)	1	1	wts_1_34:575:198	pas gnan = tüsnimbhavenadhiväsayatı (7.	orthography_scan:1	low:1	review
dotless_i:unıher:uniher	dotless_i	unıher (1)	uniher (1)	1	1	wts_1_34:705:219	galoppierend unıher“ (Hipp 216,17).	orthography_scan:1	low:1	review
dotless_i:upacaratı:upacarati	dotless_i	upacaratı (1)	upacarati (1)	1	1	wts_1_34:787:158	Hinterlist begegnet (skt. upacaratı) er	orthography_scan:1	low:1	review
dotless_i:upanämayısyamah:upanämayisyamah	dotless_i	upanämayısyamah (1)	upanämayisyamah (1)	1	1	wts_1_34:601:123	pätram upanämayısyamah „solange die Zeit	orthography_scan:1	low:1	review
dotless_i:vadımandala:vadimandala	dotless_i	vadımandala (1)	vadimandala (1)	1	1	wts_1_34:458:169	Diskussionsrunde (skt. vadımandala) ein!“	orthography_scan:1	low:1	review
dotless_i:vajrakartarı:vajrakartari	dotless_i	vajrakartarı (1)	vajrakartari (1)	1	1	wts_1_34:378:54	Vajra-Messers (skt. vajrakartarı)“ (Hev	orthography_scan:1	low:1	review
dotless_i:vajrapänıs:vajrapänis	dotless_i	Vajrapänıs (1)	Vajrapänis (1)	1	1	wts_1_34:1058:176	Vajrapänıs.	orthography_scan:1	low:1	review
dotless_i:varıdhäräab:varidhäräab	dotless_i	varıdhäräab (1)	varidhäräab (1)	1	1	wts_1_34:374:4	rgyun = Sitalä varıdhäräab „kühle Wasserströme“ (in Mvy 214).	orthography_scan:1	medium:1	review
dotless_i:varıiae:variiae	dotless_i	varıiae (1)	variiae (1)	1	1	wts_1_34:866:255	varia lectio, varıiae lectiones; Lesart(en)	orthography_scan:1	low:1	review
dotless_i:vedıkä:vedikä	dotless_i	vedıkä (1)	vedikä (1)	1	1	wts_1_34:242:97	Lex. vedıkä „Opferbank, Umzäunung“	orthography_scan:1	low:1	review
dotless_i:veranlaßı:veranlaßi	dotless_i	veranlaßı (1)	veranlaßi (1)	1	1	wts_1_34:907:46	zu trinken veranlaßı“ (brDa); ~ pa = 'thun	orthography_scan:1	medium:1	review
dotless_i:viharatı:viharati	dotless_i	viharatı (1)	viharati (1)	1	1	wts_1_34:207:40	äkasänantyäyatanam upasampadya viharatı	orthography_scan:1	low:1	review
