reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_citation_siglum	L5dz-K	Lśdz-K	1	1	wts_1_34:156:32	worden“ (L5dz-K 250,27).
alternate_witness_google_loc_nasal_upgrade	trkan	trkaṅ	1	1	wts_1_34:156:85	རྐྱང་འགྱོགས་ rkan ’gyogs trkan mgyogs.
alternate_witness_google_loc_nasal_upgrade	bcins	bciñs	1	1	wts_1_34:156:140	རྐང་འགྲོས་བཅིངས་ rkan ’gros bcins Lotusblume.
alternate_witness_google_loc_nasal_upgrade	mdzans	mdzaṅs	1	1	wts_1_34:166:93	g.yun po’i rkyen du thags dan bon / mdzans
alternate_witness_google_loc_nasal_upgrade	nin	ñin	1	1	wts_1_34:178:15	"nin / ""khrug dus byas so „sie legten die Zeit"
alternate_witness_google_loc_nasal_upgrade	byan	byañ	1	1	wts_1_34:197:38	la ni bdag skyabs mchi / ji srıd säın po byan
alternate_witness_initial_i_to_l_translit	Ihags	lhags	1	1	wts_1_34:198:201	(TTC); rlun nam / Ihags pa (TTC).
alternate_witness_google_loc_nasal_upgrade	skyens	skyeṅs	1	1	wts_1_34:209:52	སྐྱེངས་ skyens
alternate_witness_google_loc_nasal_upgrade	bskyun	bskyuṅ	1	1	wts_1_34:235:31	བསླང་ bskyun fur. zu Iskyun.
alternate_witness_google_loc_nasal_upgrade	bskyen	bskyeṅ	1	1	wts_1_34:235:111	བསྐྱེང་ bskyen
alternate_witness_google_loc_nasal_upgrade	dnom	dṅom	1	1	wts_1_34:243:42	ཁ་དངོམ་ kha dnom eloquent, arrogant.
alternate_witness_google_loc_nasal_upgrade	brnam	brṅam	1	1	wts_1_34:243:76	།ཁ་བརྔམ་ kha brnam begehren.
alternate_witness_google_loc_nasal_upgrade	sen	señ	1	1	wts_1_34:243:118	das sagen“ (Bu 828,1); - gtsarı pa jam sen
alternate_witness_initial_i_to_l_translit	Ina’i	lṅa'i	1	1	wts_1_34:244:13	(MigTo 210,22); ~ mmam pa Ina’i gto ni /
alternate_witness_google_loc_nasal_upgrade	mnags	mñags	1	1	wts_1_34:244:98	hat“ (brDa); ¿57 khar mnags pa’i gtam
alternate_witness_google_loc_nasal_upgrade	gsar-rnin	gsar-rñin	1	1	wts_1_34:267:217	gsar-rnin heißt es: khud pa bedeutet Ge-
alternate_witness_initial_i_to_l_translit	Iho’i	lho'i	1	1	wts_1_34:280:122	yul khyad par du 'phags pa Iho’i 7472 glin legs
alternate_witness_google_loc_nasal_upgrade	mnal	mñal	1	1	wts_1_34:292:28	bud med kyi - ni / mnal rlug pa ... las ’gyur
alternate_witness_google_loc_nasal_upgrade	kin	kiṅ	1	1	wts_1_34:301:178	breiten“ (Samv 10.42a); ~ rdo rje kin kan
alternate_witness_google_loc_nasal_upgrade	ljons	ljoṅs	1	1	wts_1_34:310:7	brtsams. rIsom sgrig ’gan ’khur pa lhag pa tshe rin. Lha sa: Bod ljons
alternate_witness_google_loc_nasal_upgrade	rlans	rlañs	1	1	wts_1_34:310:102	མ།བའ་རངས་ mkha’ rlans auch mkha’i rlans
alternate_witness_google_loc_fricative_upgrade	gsis	gśis	1	1	wts_1_34:312:193	mi gsis kyi(s) rgyal po rnams kyi mdun na
alternate_witness_google_loc_nasal_upgrade	khran	khraṅ	1	1	wts_1_34:314:125	’khran gyur pa = mnal gyi gnas skabs bZi pa
alternate_witness_google_loc_nasal_upgrade	hran	hraṅ	1	1	wts_1_34:314:149	Lex. hran pa / sra bar ’gyur ba „steif, hart
alternate_witness_google_loc_nasal_upgrade	mNan	mÑan	1	1	wts_1_34:315:89	kann nicht Abhängiger des mNan sein!‘, so
alternate_witness_google_loc_fricative_upgrade	sam	śam	1	1	wts_1_34:324:7	འཁོས་ཤམ་ ’khos sam auch mkho sam Anord-
alternate_witness_google_loc_fricative_upgrade	bsamste	bśamste	1	1	wts_1_34:324:22	’phrul kyıs ni mkhos bsamste „mit überna-
alternate_witness_google_loc_nasal_upgrade	sgon	sgoṅ	1	1	wts_1_34:327:110	sgon pri ~ ba’i mkhar du srid (metr.) „das
alternate_witness_google_loc_fricative_upgrade	son	śon	1	1	wts_1_34:327:157	འཁབ་ཧོན་ 'khrab son Tanz; ~ byed tanzen.
alternate_witness_google_loc_fricative_upgrade	bso	bśo	1	1	wts_1_34:328:130	rgya rna rn / rna ru / bso ba / gsum ˆ~ min
alternate_witness_google_loc_fricative_upgrade	zen	źen	1	1	wts_1_34:332:174	ba ste zen pa „ich sehnen oder zugeneigt
alternate_witness_google_loc_nasal_upgrade	na’an	na’añ	1	1	wts_1_34:340:129	> dam pa re re isam yod na’an „auch wenn
alternate_witness_initial_i_to_l_translit	Inas	lñas	1	1	wts_1_34:341:34	te / yan lag Inas phyag ’tshal ba dan / sgyid
alternate_witness_google_loc_nasal_upgrade	can	cañ	1	1	wts_1_34:341:40	ses bya ba ni lcag pod dam / rgya can gan yanı
alternate_witness_google_loc_nasal_upgrade	mNon-dga	mÑon-dga	1	1	wts_1_34:341:62	na bugs „er ist in mNon-dga’ oder in ’Ogmin, wo auch immer“ (Mil 24,29); rten so
alternate_witness_google_loc_fricative_upgrade	kas	kaś	1	1	wts_1_34:341:90	Lex. yah kas cit (Mvy 5470); gan la la’ =
alternate_witness_google_loc_fricative_upgrade	gasdzi	gaśdzi	1	1	wts_1_34:346:24	Lex. gasdzi ra’i (r. gandzi ra’i) zur chag rtse
alternate_witness_citation_siglum	TTJ740	ITJ740	1	1	wts_1_34:366:65	hervorgeht“ (TTJ740 334).
alternate_witness_google_loc_nasal_upgrade	gyan	gyaṅ	1	1	wts_1_34:366:67	ཀྱང་གྱིང་ gyan gyin Stolz.
alternate_witness_google_loc_nasal_upgrade	gyin	gyiṅ	1	1	wts_1_34:366:67	ཀྱང་གྱིང་ gyan gyin Stolz.
alternate_witness_google_loc_fricative_upgrade	gsom	gśom	1	1	wts_1_34:375:137	གྲབས་གཤོམ་ grabs gsom Vorbereitung.
alternate_witness_google_loc_nasal_upgrade	dnags	dñags	1	1	wts_1_34:380:112	(Bca 7.14a); rig de süan dnags rgya mtsho ni
alternate_witness_google_loc_nasal_upgrade	rdzins	rdziṅs	1	1	wts_1_34:381:157	Lex. rgya mtsho chen po’i gru rdzins (brDa);
alternate_witness_google_loc_nasal_upgrade	yans	yaṅs	1	1	wts_1_34:387:27	chen po yans pa can ... skye bo man po dan
alternate_witness_google_loc_nasal_upgrade	gdans	gdaṅs	1	1	wts_1_34:395:165	> pa la / kha ni gdans par mi bya’o (metr.)
alternate_witness_initial_i_to_l_translit	Itun	ltuṅ	1	1	wts_1_34:398:44	gZan dag gi Itun ba ... mi ~ Zin „indem er
alternate_witness_google_loc_fricative_upgrade	zin	źin	1	1	wts_1_34:398:141	bod du gdan chags na - yan ran sar grol zin
alternate_witness_google_loc_nasal_upgrade	bslan	bslaṅ	1	1	wts_1_34:398:154	གླེང་བསླང་བ་ glen bslan ba Einleitung.
alternate_witness_google_loc_nasal_upgrade	bslans	bslaṅs	1	1	wts_1_34:398:169	ma] aufgeworfen“ (brDa); gtam ’go bslans
alternate_witness_google_loc_fricative_upgrade	kusala	kuśala	1	1	wts_1_34:412:34	mug med pa’i ~”7 rtsa ba = amohah kusala-
alternate_witness_google_loc_fricative_upgrade	puspitasuddhir	puspitaśuddhir	1	1	wts_1_34:413:21	puspitasuddhir nama samädhih (Mvy 584).
alternate_witness_google_loc_nasal_upgrade	khuns	khuṅs	1	1	wts_1_34:413:33	Schafe“ (Wadd135 22); yul bab thon khuns
alternate_witness_google_loc_nasal_upgrade	bsnegs	bsñegs	1	1	wts_1_34:413:65	~ za bsnegs dan ’khri cha byed [l\am „als
alternate_witness_google_loc_nasal_upgrade	dgons	dgoñs	1	1	wts_1_34:419:34	86,18); Iha ... mi ~~ par dgons par gyur na mi
alternate_witness_google_loc_nasal_upgrade	dzin	dziṅ	1	1	wts_1_34:419:186	(Hipp 177,3); ~ glan ’dzin dbyugs tshug byed
alternate_witness_google_loc_fricative_upgrade	bsus	bśus	1	1	wts_1_34:425:49	Lex. - pa = ’bras so’i pags pa bsus zin pa dan
alternate_witness_google_loc_nasal_upgrade	gandzira	gañdzira	1	1	wts_1_34:433:189	» dan „gandzira mit einem Schatz versehen,
alternate_witness_google_loc_nasal_upgrade	dman	dmañ	1	1	wts_1_34:438:95	135h 1); go dman nas ... bka’ b{s}lon bcas la
alternate_witness_google_loc_nasal_upgrade	nul	ñul	1	1	wts_1_34:440:143	Lex. ~ ba = nul ba ni bul ba’am ~ ba „her-
alternate_witness_citation_siglum	g7i-Sn	gZi-Sn	1	1	wts_1_34:448:106	Entstehen für Vergehen“ (g7i-Sn 26,22).
alternate_witness_google_loc_nasal_upgrade	spuns	spuñs	1	1	wts_1_34:448:152	spuns kyi gra pa - dgos bsam nas „ich dachte, ich müsse ein Mönch von ’Bras-spuns
alternate_witness_google_loc_nasal_upgrade	ldin	ldiṅ	1	1	wts_1_34:452:51	des Vogels“ (brDa); bya’i ’phyo ldin Ita bu
alternate_witness_google_loc_fricative_upgrade	zum	źum	1	1	wts_1_34:465:136	rgod bral zum dan - pa rab spans pa / sans
alternate_witness_google_loc_nasal_upgrade	kwan	kwaṅ	1	1	wts_1_34:471:23	"rgya rje sras ’wan (r. kwan) pen ""wan »r Zugs"
alternate_witness_google_loc_nasal_upgrade	pen	peṅ	1	1	wts_1_34:471:23	"rgya rje sras ’wan (r. kwan) pen ""wan »r Zugs"
alternate_witness_google_loc_nasal_upgrade	sbrens	sbreṅs	1	1	wts_1_34:485:100	276); des göu de ... bduns te - sgra sbrens pa
alternate_witness_google_loc_nasal_upgrade	vipanci	vipañci	1	1	wts_1_34:485:181	struments (skt. vipanci)“ (Nägn 21,24); ra
alternate_witness_google_loc_nasal_upgrade	sbren	sbreṅ	1	1	wts_1_34:485:185	di na sbren (metr.) „Sarasvati möge hier die
alternate_witness_google_loc_nasal_upgrade	sran	srañ	1	1	wts_1_34:486:118	cha sogs la tam sran Ai su „für die Erfordernisse der periodischen Opferrituale 20 tam
alternate_witness_google_loc_nasal_upgrade	khyons	khyoṅs	1	1	wts_1_34:486:155	རྒྱན་འཁྱོངས ” 7:97///77 ’khyons
alternate_witness_google_loc_nasal_upgrade	khyon	khyoṅ	1	1	wts_1_34:486:198	"རྒྱན་འཁྱོངས་ rgyun ’khyons pf. zu rgyun ""khyon"
alternate_witness_google_loc_nasal_upgrade	rned	rñed	1	1	wts_1_34:497:108	ba’o Zes dan yan na rned bkur la chags pa’i
alternate_witness_google_loc_nasal_upgrade	brduns	brduṅs	1	1	wts_1_34:499:20	7777 la sogs brduns kyan - med par gyur pas
alternate_witness_google_loc_nasal_upgrade	dbyans	dbyaṅs	1	1	wts_1_34:501:9	སྒྲ་དབྱངས་ལྷ་མོ་ sgra dbyans Iha mo Beiname
alternate_witness_google_loc_nasal_upgrade	bsgruns	bsgruṅs	1	1	wts_1_34:518:52	བསྒྱུངས་ bsgruns ༈/5/977//25.
alternate_witness_google_loc_nasal_upgrade	dkrons	dkroṅs	1	1	wts_1_34:528:196	» du sna nam pas bkrons (+. 1. dkrons) so „er
alternate_witness_initial_i_to_l_translit	Ide-brisans	lde-brtsans	1	1	wts_1_34:528:210	Khri-sron Ide-brisans Nan-lam klu-khon
alternate_witness_google_loc_fricative_upgrade	svabhram	śvabhram	1	1	wts_1_34:529:182	Lex. svabhram „Loch“ (Mvy 5261); g.yan
alternate_witness_google_loc_nasal_upgrade	no	ṅo	1	1	wts_1_34:529:191	ras gnag pa (Dagy); ham gnag pa = no ...
alternate_witness_google_loc_nasal_upgrade	rna	rña	1	1	wts_1_34:558:96	Lex. rna rdun byed dbyu gu (brDa); rna la
alternate_witness_google_loc_nasal_upgrade	brnas	brñas	1	1	wts_1_34:571:148	177,12); de ... ’dam bu -r brnas pa bzin du
alternate_witness_google_loc_nasal_upgrade	can	caṅ	1	1	wts_1_34:575:168	ཅང་ཀེང་ can ken
alternate_witness_google_loc_nasal_upgrade	cans	cañs	1	1	wts_1_34:576:8	Lex. ’chan gis ’dzin „durch Festhalten ergreifen“ (brDa); cans kyis ’jus pa = dam por
alternate_witness_google_loc_nasal_upgrade	bsrins	bsriñs	1	1	wts_1_34:576:20	Lex. ~ byas pa ni / rgyans rin du bsrins nas
alternate_witness_google_loc_nasal_upgrade	gcon	gcoṅ	1	1	wts_1_34:587:7	cun Zi la (Dagy); cun Zi = rdo sman Zig gcon
alternate_witness_google_loc_nasal_upgrade	ron	roṅ	1	1	wts_1_34:587:13	ཅྲོང་རོང་ con ron \gcon ron.
alternate_witness_google_loc_nasal_upgrade	sNags	sÑags	1	1	wts_1_34:589:49	5: 443-449] sNags kyi yi ge’i klog tshul dnos bstan pa (Randtitel: sNags
alternate_witness_google_loc_nasal_upgrade	skyuns	skyuṅs	1	1	wts_1_34:598:80	chen po mi byed pa „bcom skyuns pa: aus
alternate_witness_google_loc_nasal_upgrade	rnog	rñog	1	1	wts_1_34:608:158	(Käsy 211,12); ~ ... kun tu rtog pa’i rnog pa
alternate_witness_google_loc_fricative_upgrade	bzir	bźir	1	1	wts_1_34:609:185	brgyad las / bzir ~ pa „die von acht auf vier
alternate_witness_google_loc_fricative_upgrade	zon	źon	1	1	wts_1_34:613:118	(Dean dkar ber ka la zon nas son bas „als er
alternate_witness_google_loc_nasal_upgrade	lcon	lcoṅ	1	1	wts_1_34:613:132	ལྕང་ལྕོང་ lcan lcon uneben, unwegsam.
alternate_witness_initial_i_to_l_translit	Ilha	lha	1	1	wts_1_34:616:16	’sur mo Ilha khan bzens „Ce lHa-bzans
alternate_witness_initial_i_to_l_translit	Ice’i	lce'i	1	1	wts_1_34:616:182	Lex. Dags Ice’i rtse mo (brDa).
alternate_witness_initial_i_to_l_translit	Ina’i	lña'i	1	1	wts_1_34:618:75	myon „die untauglichen Teile meiner Erfahrung“ (KTh 1: 495,1); dug Ina’i ~ rags
alternate_witness_google_loc_nasal_upgrade	gdan	gdaṅ	1	1	wts_1_34:618:126	skas dan rdo them la sogs pa / gdan bu ya las
alternate_witness_google_loc_nasal_upgrade	chans	chaṅs	1	1	wts_1_34:629:38	pa-Teig“ (brDa); zan chans = zan gyi chans
alternate_witness_google_loc_nasal_upgrade	chins	chiṅs	1	1	wts_1_34:631:120	Lex. chad mal gyi yi ge ste gan rgya dan chins
alternate_witness_google_loc_nasal_upgrade	rtsan	rtsaṅ	1	1	wts_1_34:639:15	khri sum rje rtsan bzer la phul bar lo - „sie
alternate_witness_google_loc_fricative_upgrade	bzer	bźer	1	1	wts_1_34:639:15	khri sum rje rtsan bzer la phul bar lo - „sie
alternate_witness_google_loc_fricative_upgrade	gser	gśer	1	1	wts_1_34:642:5	3/5/27 2); rus sbal kha yi gser ba las / 'byun
alternate_witness_google_loc_nasal_upgrade	sni	sñi	1	1	wts_1_34:643:95	Lex. - sni ba = gcin pa ran dban med par
alternate_witness_google_loc_fricative_upgrade	zugs	źugs	1	1	wts_1_34:645:7	Lex. ~ lam zugs = srol nan chags pa Ita bu
alternate_witness_google_loc_nasal_upgrade	nu	ñu	1	1	wts_1_34:657:28	~ (brDa); - ba = nun nu / [tog] tsam / zegs
alternate_witness_google_loc_nasal_upgrade	myon	myoñ	1	1	wts_1_34:659:59	21,23); ~ güis blans na bde ba nams su myon
alternate_witness_google_loc_nasal_upgrade	bsen	bseṅ	1	1	wts_1_34:659:78	Frauen“ (Ahs 1.3.15a); skya bsen la ma dri
alternate_witness_google_loc_nasal_upgrade	gyen	gyeṅ	1	1	wts_1_34:660:139	nam par gyen ba dan / ’chal pa’i $es rab po
alternate_witness_google_loc_nasal_upgrade	gran	graṅ	1	1	wts_1_34:663:37	wäre“ (KTh 1: 250,5); kha gran ’bor ~ ma
alternate_witness_google_loc_nasal_upgrade	spran	spraṅ	1	1	wts_1_34:663:146	spran po dar gyıs) ... ~ thams cad khyer nas
alternate_witness_google_loc_nasal_upgrade	ba’an	ba’aṅ	1	1	wts_1_34:664:96	dan ran snan mtho ba’an „König und auch
alternate_witness_google_loc_fricative_upgrade	yathoddesa	yathoddeśa	1	1	wts_1_34:664:184	„die Nicht-Entsagung (?) gemäß der Weisung (? für skt. yathoddesa)“ (AA 5.15a);
alternate_witness_google_loc_nasal_upgrade	dzan	dzaṅ	1	1	wts_1_34:667:124	tshan du lag ’dzan Sin tu - Sis „das Güter-
alternate_witness_google_loc_nasal_upgrade	nan	ñaṅ	1	1	wts_1_34:685:191	Lex. nan pa’am nan bii (?) royal po Zig
alternate_witness_google_loc_fricative_upgrade	karsa	karśa	1	1	wts_1_34:690:91	karsa pa ni Ina brgya po ’dis sans rgyas la ~
alternate_witness_google_loc_fricative_upgrade	gZun	gŹun	1	1	wts_1_34:694:112	’Dul ba’i Iha: gZun tha dad pa rim par bklag pa’i ’khor lo las sde pa
alternate_witness_google_loc_fricative_upgrade	nikayabhedoparidesanasamgraha	nikayabhedoparideśanasamgraha	1	1	wts_1_34:694:114	Samayabhedoparacanacakre nikayabhedoparidesanasamgraha.
alternate_witness_google_loc_nasal_upgrade	chin	chiñ	1	1	wts_1_34:703:166	འཆེང་གནས་ chin gnas
alternate_witness_google_loc_nasal_upgrade	nad	ṅad	1	1	wts_1_34:707:23	rgya » nad ldan bsıl mas „gekühlter duften-
alternate_witness_google_loc_nasal_upgrade	mdon	mdoṅ	1	1	wts_1_34:707:125	Lex. ja srub snod de gsol mdon ldon mo’am
alternate_witness_google_loc_nasal_upgrade	ldon	ldoṅ	1	1	wts_1_34:707:125	Lex. ja srub snod de gsol mdon ldon mo’am
alternate_witness_google_loc_fricative_upgrade	bzabs	bźabs	1	1	wts_1_34:719:51	Lex. ~ zin pa’am bzabs pa’an (brDa).
alternate_witness_google_loc_nasal_upgrade	pa’an	pa’aṅ	1	1	wts_1_34:719:51	Lex. ~ zin pa’am bzabs pa’an (brDa).
alternate_witness_google_loc_nasal_upgrade	randza	rañdza	1	1	wts_1_34:721:42	(Dagy); ka randza ‰ ~ (Dagy).
alternate_witness_google_loc_nasal_upgrade	bzun	bzuñ	1	1	wts_1_34:721:131	yun rin bsdud (r. bzun) pa’i nus pa sor ba Ita
alternate_witness_google_loc_nasal_upgrade	mons	moñs	1	1	wts_1_34:726:214	yi’o siam du ’dzin pa’i Ses rab ron mons can
alternate_witness_google_loc_nasal_upgrade	bkon	bkoṅ	1	1	wts_1_34:732:115	Lex. - ba = spa bkon (TTC).
alternate_witness_google_loc_fricative_upgrade	bzo	bźo	1	1	wts_1_34:736:35	» ba po £ ’o ma = ba po’am bzo bar byed po
alternate_witness_google_loc_fricative_upgrade	gsag	gśag	1	1	wts_1_34:736:201	Sin gsag par byed pa po „einer, der Holz
alternate_witness_google_loc_nasal_upgrade	mnon	mñon	1	1	wts_1_34:745:1	རྗེས་སུ་མངོན་པར་” 7765 su mnon par...
alternate_witness_initial_i_to_l_translit	Ibun	lhun	1	1	wts_1_34:752:68	1d); ~ ’bras bu rin po cher Ibun ba cig yod do
alternate_witness_initial_i_to_l_translit	Iter	lteṅ	1	1	wts_1_34:756:25	und Algen enthält“ (Siddh 3.25.11); Iter ka
alternate_witness_google_loc_fricative_upgrade	gZi	gŹi	1	1	wts_1_34:765:5	las gi stod (Randtitel: gZi stod; Bd. cha, Text 1, foll. 1a-316a).
alternate_witness_google_loc_nasal_upgrade	bskyans	bskyañs	1	1	wts_1_34:766:90	Lex. lus rgyas pa’am bskyans pa’i ’tsho ba
alternate_witness_google_loc_nasal_upgrade	namsu	ñamsu	1	1	wts_1_34:767:95	rje blas dka|’] dgu namsu blans te „er nahm
alternate_witness_google_loc_nasal_upgrade	pon	poñ	1	1	wts_1_34:767:97	(InI E8); Zan tshes pon na stos ... chos ~
alternate_witness_google_loc_nasal_upgrade	blan	blañ	1	1	wts_1_34:767:103	chos spyod beu nams su blan(s) „nimm dir
alternate_witness_hyphenated_initial_i_to_l_translit	rdo-rje-Idan	rdo-rje-ldan	1	1	wts_1_34:783:212	rdo-rje-Idan, eine Schülerin der IHa-geig
alternate_witness_google_loc_nasal_upgrade	dmans	dmañs	1	1	wts_1_34:785:71	40,2); dmans rigs ie ba ’khor „Upäli, der aus
alternate_witness_google_loc_fricative_upgrade	bzed	bźed	1	1	wts_1_34:789:128	thub pa’i lorıs spyod rdzogs skur bzed (metr.)
alternate_witness_google_loc_nasal_upgrade	nol	ñol	1	1	wts_1_34:795:214	STORTT' ol nol ba schlafend.
alternate_witness_google_loc_nasal_upgrade	bskon	bskoṅ	1	1	wts_1_34:797:12	(Magy 534); khyed kyi thugs dam ~ bskon (r.
alternate_witness_google_loc_nasal_upgrade	drons	droṅs	1	1	wts_1_34:797:109	dregs pa... la / sdug ’dre nag mo’i = drons
alternate_witness_google_loc_nasal_upgrade	rden	rdeṅ	1	1	wts_1_34:800:87	che gäi dban po (KlohD 730,6); sin rden
alternate_witness_google_loc_nasal_upgrade	rens	reṅs	1	1	wts_1_34:801:14	གཉའ་རེངས་ gia’ ༡075 vgl. \gie’n rens.
alternate_witness_citation_siglum	Inl2	In12	1	1	wts_1_34:805:93	verwandt waren“ (Inl2 E33); rje gu ge...
alternate_witness_google_loc_nasal_upgrade	bsruns	bsruṅs	1	1	wts_1_34:805:130	(Dagy); rtsa lag ni ~ (Li$ 4,4); ~ pas bsruns
alternate_witness_google_loc_nasal_upgrade	snel	sñel	1	1	wts_1_34:811:169	(dPe 26,4); mkhal ma snel (1. >») nas
alternate_witness_google_loc_nasal_upgrade	gur-khan	gur-khaṅ	1	1	wts_1_34:837:93	Mahävyutpatti (Mvy), sGra-sbyor bam-po gäis-pa (sGra), Li-st’i gur-khan (Lis), dGe-
alternate_witness_google_loc_nasal_upgrade	sNan	sÑan	1	1	wts_1_34:843:147	dByig pa can: sNan rag me lon / Dandin: Kavyadarsa. Ed. des ersten
alternate_witness_initial_i_to_l_translit	Ihug	lhug	1	1	wts_1_34:843:155	pa’i gyi na pa Ziggis ran gi han tshul ma bcos Ihug par bkod pa 'khrul snan
alternate_witness_google_loc_nasal_upgrade	sNon	sÑon	1	1	wts_1_34:845:120	Nel pa pandita Grags pa smon lam blo gros: sNon gyi gtam me tog phren
alternate_witness_google_loc_fricative_upgrade	sal	śal	1	1	wts_1_34:850:100	bu’i do sal. Ed.: Bacor 1930. Exzp.: H. Bechert, F. Wilhelm.
alternate_witness_google_loc_nasal_upgrade	gSun	gSuṅ	1	1	wts_1_34:850:102	Ishe mchog glin yons ’dzin Ye $es rgyal mtıshan (1713-1793): gSun
alternate_witness_citation_siglum	Sambh	Śambh	1	1	wts_1_34:854:24	BAdW, Phil.-philologische und hist. Kl. Bd. 29, Abt. 3). [Sambh]
alternate_witness_initial_i_to_l_translit	IHADREPA	LHADREPA	1	1	wts_1_34:856:45	"KONCHHOG IHADREPA 1989: Byan chub sems dpa’i spyod pa la ’jug pa’i tshig 'grel ""Jam"
alternate_witness_hyphenated_initial_i_to_l_translit	Phur-bu-Icog	Phur-bu-lcog	1	1	wts_1_34:858:74	Phur-bu-Icog Ngag-dbang-byams-pa and Gangs can gyi ljongs su bka’ dang bstan
alternate_witness_google_loc_nasal_upgrade	ran-byun	rañ-byuṅ	1	1	wts_1_34:860:98	bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar und mKha’-’gro gsan-ba ye-
alternate_witness_google_loc_nasal_upgrade	dgons	dgoṅs	1	1	wts_1_34:862:72	—— 1986: Zab chos Zi khro dgons pa ran grol las bar do thos grol gyi skor. Dharamsala.
alternate_witness_google_loc_nasal_upgrade	gzuns	gzuṅs	1	1	wts_1_34:880:123	ཏོག་གཟུངས་ 509 gzuns npr. ein buddh. Text.
alternate_witness_hyphenated_initial_i_to_l_translit	dgra-Iha	dgra-lha	1	1	wts_1_34:880:210	dGra-sdan ’dul-ba’ı dgra-Iha (Neb 326).
alternate_witness_google_loc_nasal_upgrade	khons	khoṅs	1	1	wts_1_34:888:195	"than tshan ba (Dagy); gta’ gäug & -""i khons"
alternate_witness_google_loc_nasal_upgrade	khun	khuṅ	1	1	wts_1_34:898:131	གཏར་ཁུང་ ’gtor khun ein pyramidenförmiges
alternate_witness_citation_cleanup	BhuLlg	BhuLg	1	1	wts_1_34:901:142	(BhuLlg 102,33); dge slon ... güis btsal te ~
alternate_witness_google_loc_nasal_upgrade	bron	broṅ	1	1	wts_1_34:904:28	’bron pa rnams nas ... bsüad bsun rdabs bsigs
alternate_witness_google_loc_nasal_upgrade	btan-gcod	btaṅ-gcod	1	1	wts_1_34:904:55	nag pa na (metr.) „wenn der btan-gcod[-
alternate_witness_google_loc_nasal_upgrade	khyun	khyuṅ	1	1	wts_1_34:905:174	Antwort geben“ (Mil 26,19); khyun po jo
alternate_witness_google_loc_nasal_upgrade	btuns	btuṅs	1	1	wts_1_34:907:36	བཏངས་ 'btuns pf. zu ] 7/0///? trinken.
alternate_witness_google_loc_nasal_upgrade	gsun	gsuñ	1	1	wts_1_34:907:102	bka’ ///?2 ... gsum ~ gsun du ’on gis „nacheinander werden die drei Anweisungen ausge-
alternate_witness_google_loc_fricative_upgrade	bsu	bśu	1	1	wts_1_34:907:185	sreg pa dan / ~ pa dan / pags pa bsu ba la sogs
alternate_witness_google_loc_nasal_upgrade	brans	braṅs	1	1	wts_1_34:914:25	Lex. rta pa man po ’brans bsgrigs pa „viele
alternate_witness_google_loc_fricative_upgrade	zib	źib	1	1	wts_1_34:914:54	rta ra ... rdo sin bzo rigs hams can nas zib
alternate_witness_citation_siglum	PS	Ps	1	1	wts_1_34:915:186	machen“ (PS 88c); ~ Zes bya ba’i / rgyunı ci
alternate_witness_google_loc_nasal_upgrade	bsgren	bsgreṅ	1	1	wts_1_34:915:193	betrachtet“ (Käsy 84,16); -r lag pa bsgren
alternate_witness_google_loc_nasal_upgrade	hren	hreṅ	1	1	wts_1_34:916:47	Lex. mi 7/£ cin van tshugs hren ner gnas pa
alternate_witness_google_loc_nasal_upgrade	khuns	khuñs	1	1	wts_1_34:917:175	rtsis khan las khuns su zu ba ~ phul ’byor 1
alternate_witness_google_loc_nasal_upgrade	bkrons	bkroṅs	1	1	wts_1_34:930:4	7), güis kyis rgyal po - pa bskor nas bkrons so
alternate_witness_google_loc_fricative_upgrade	pratisrutya	pratiśrutya	1	1	wts_1_34:932:133	nas ‰ bhagavatah pratisrutya (Mvy 6317).
alternate_witness_initial_i_to_l_translit	Inar	lṅar	1	1	wts_1_34:932:140	’od dpag med mgon = ... ınam pa Inar ni
alternate_witness_google_loc_fricative_upgrade	gZon-nu	gŹon-nu	1	1	wts_1_34:944:13	སྟག་ལེ་ ’stag lo Beiname des gZon-nu brtson-
alternate_witness_google_loc_nasal_upgrade	brkyan	brkyaṅ	1	1	wts_1_34:944:197	201,28); mdzub mo brkyan nas ~ ston to „er
alternate_witness_google_loc_nasal_upgrade	nur	ṅur	1	1	wts_1_34:946:212	Lex. ~ ba = thun nur gton bZin pa (brDa); ~
alternate_witness_initial_i_to_l_translit	Ira	lṅa	1	1	wts_1_34:949:115	breyad / btsan Ira ste „die sieben Khri, ein
alternate_witness_initial_i_to_l_translit	Ildan	ldan	1	1	wts_1_34:960:122	rtsa le za yan stobs dan Ildan (metr.)
alternate_witness_google_loc_nasal_upgrade	rins	riñs	1	1	wts_1_34:963:130	Lex. ma -am (nur n Ms. L) mi rins pa 2
alternate_witness_initial_i_to_l_translit	Ilhan	lhan	1	1	wts_1_34:969:91	dan sna = pa’am Ilhan pa Ita bu la’an „ein
alternate_witness_google_loc_fricative_upgrade	gsams	gśams	1	1	wts_1_34:976:132	gsams pa „festliche Kleidung und Schmuck
alternate_witness_google_loc_fricative_upgrade	asvini	aśvini	1	1	wts_1_34:980:32	Lex. asvini (Mvy 3213, Abt. rgyu skar ni su
