tibetan_syllable	canonical_forms	canonical_status	canonical_confidence_tier	evidence_class	full_target_reviewed	supporting_forms	supporting_volumes	observed_other_forms	credible_competing_transcriptions	competing_forms	competing_support	independent_teaching_occurrences	derived_occurrences	historical_occurrences	domain_breakdown	feature_coverage	feature_dependency_rule_ids	feature_dependency_evidence_ids	feature_leave_one_out_status	rationale
ཀོིཀ		provisional	provisional	historically_supported_candidate	no	po’i:1		po’i				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀོཿ		provisional	provisional	historically_supported_candidate	no	ko:0;tal:0		ko;tal				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀཾ		provisional	provisional	historically_supported_candidate	no	ko:0		ko				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀཿ		provisional	provisional	historically_supported_candidate	no	kab:0;kah:1		kab;kah				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྐུགས		provisional	provisional	historically_supported_candidate	no	Ikugs:0		Ikugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྐོ		provisional	provisional	historically_supported_candidate	no	ka:0		ka				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྐྱལ		provisional	provisional	historically_supported_candidate	no	rkyal:2		rkyal	rkyal	rkyal	rkyal:independent=2,derived=0,historical=2,domains=ordinary_tibetan_lexical_or_compound:2	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྨརྨ		provisional	provisional	historically_supported_candidate	no	karma:0		karma				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྩེ		provisional	provisional	historically_supported_candidate	no	Tri:0		Tri				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྭ		provisional	provisional	historically_supported_candidate	no	ka:1;ku:1;kwa:0;kä:0;skt:0		ka;ku;kwa;kä;skt				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྭམཱར		provisional	provisional	historically_supported_candidate	no	kumära:0		kumära				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྭའི		provisional	provisional	historically_supported_candidate	no	kwa’i:1		kwa’i				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྭར		provisional	provisional	historically_supported_candidate	no	kä:0		kä				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱ		provisional	provisional	historically_supported_candidate	no	Täräs:0;bya:0;chi:0;ksa:0;kyal:0;kyalkyal:0;kyams:0;kye:0;kyi:0;kyo:0;mit:0		Täräs;bya;chi;ksa;kyal;kyalkyal;kyams;kye;kyi;kyo;mit				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱག		provisional	provisional	historically_supported_candidate	no	keyag:0;kyag:0		keyag;kyag				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱང	kyaṅ	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Ryan:0;byan:1;byaṅ:1;byun:1;gyaṅ:1;khyun:1;kyari:0;kyaṅ:8;lta:0	wts_1_34;wts_35_51;wts_8_b	Ryan;byan;byaṅ;byun;gyaṅ;khyun;kyari;lta				3	5	3	ordinary_tibetan_lexical_or_compound:8	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱད		provisional	provisional	historically_supported_candidate	no	kbyud:1;khyad:2		kbyud;khyad	khyad	khyad	khyad:independent=2,derived=0,historical=2,domains=ordinary_tibetan_lexical_or_compound:2	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱབ	khyab	provisional	canonical_independent_moderate	independent_moderate_evidence	no	khyab:5	wts_1_34					5	0	5	ordinary_tibetan_lexical_or_compound:5	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱམ		provisional	provisional	historically_supported_candidate	no	kyam:0		kyam				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱམས		provisional	provisional	historically_supported_candidate	no	byams:0		byams				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱའོ		provisional	provisional	historically_supported_candidate	no	kya’o:1		kya’o				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱར		provisional	provisional	historically_supported_candidate	no	kyar:0;kyur:0		kyar;kyur				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱལ		provisional	provisional	historically_supported_candidate	no	khyul:1;kyal:0		khyul;kyal				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱས		provisional	provisional	historically_supported_candidate	no	kyis:0;kyus:1		kyis;kyus				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱི	gyi;khyi;kyi	ambiguous	ambiguous	credible_competing_forms	no	'kyi:0;Gras:0;Icags:0;byi:0;de:0;dieyil:0;ehyi:0;gi:1;gyi:3;khyi:15;ksi:0;kye:0;kyi:99;kyii:0;kyirgyalmo:0;kyiri:0;kyitsandan:1;nam:0;paksi:0;shon:0;siom:0;spyad:1;thugs:1	wts_1_34;wts_35_51;wts_8_b	'kyi;Gras;Icags;byi;de;dieyil;ehyi;gi;ksi;kye;kyii;kyirgyalmo;kyiri;kyitsandan;nam;paksi;shon;siom;spyad;thugs				109	8	211	ordinary_tibetan_lexical_or_compound:5 || ordinary_tibetan_lexical_or_compound:15 || ordinary_tibetan_lexical_or_compound:178;tibetan_proper_name:10;unclear:3	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིང		provisional	provisional	historically_supported_candidate	no	gyin:1;kyin:0		gyin;kyin				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིཏྲ		provisional	provisional	historically_supported_candidate	no	ksetra:0		ksetra				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིད		provisional	provisional	historically_supported_candidate	no	bdag:0;kyed:0		bdag;kyed				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིན	kyin	provisional	canonical_independent_moderate	independent_moderate_evidence	no	'oyin:0;gyin:0;kyin:2	wts_35_51	'oyin;gyin				2	0	3	ordinary_tibetan_lexical_or_compound:3	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིབ		provisional	provisional	historically_supported_candidate	no	gib:0		gib				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིམ	khyim	provisional	canonical_independent_moderate	independent_moderate_evidence	no	Palast:0;gyim:0;khyim:24	wts_1_34	Palast;gyim				23	1	25	ordinary_tibetan_lexical_or_compound:25	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིའ		provisional	provisional	historically_supported_candidate	no	kitsu:1		kitsu				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ཀྱིའི		provisional	provisional	historically_supported_candidate	no	khyi’i:1		khyi’i				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
