tibetan_syllable	prefix	superscript	root_consonant	subjoined_consonants	vowel	suffix_coda	post_suffix	orthographic_stack	ambiguous_root_candidates	role_parse_status	role_parse_confidence	rationale
ཁར			ཁ		a	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁརྒྱ		ར	ག	ཡ	a			རགཡ	ཁ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
ཁལ			ཁ		a	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁལས			ཁ		a	ལ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁལེ			ཁ		e	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁལོ			ཁ		o	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁས			ཁ		a	ས		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁསྦས		ས	བ		a	ས		སབ	ཁ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
ཁཱ					a					unsupported_orthographic_sign	none	Unsupported transcription-bearing Tibetan signs: U+0F71
ཁཱང					a					unsupported_orthographic_sign	none	Unsupported transcription-bearing Tibetan signs: U+0F71
ཁཱས					a					unsupported_orthographic_sign	none	Unsupported transcription-bearing Tibetan signs: U+0F71
ཁི			ཁ		i			ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁིང			ཁ		i	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁིའུ										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁིར			ཁ		i	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁིིན										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁུ			ཁ		u			ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུག			ཁ		u	ག		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུགས			ཁ		u	ག	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུང			ཁ		u	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུངས			ཁ		u	ང	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུད			ཁ		u	ད		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུན			ཁ		u	ན		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུམས			ཁ		u	མ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུར			ཁ		u	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུལ			ཁ		u	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུས			ཁ		u	ས		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁུུད										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁེ			ཁ		e			ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེགས			ཁ		e	ག	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེང			ཁ		e	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེངས			ཁ		e	ང	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེད			ཁ		e	ད		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེན			ཁ		e	ན		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེབ			ཁ		e	བ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེབས			ཁ		e	བ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེམ			ཁ		e	མ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེམས			ཁ		e	མ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེའུ										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁེར			ཁ		e	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁེལ			ཁ		e	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོ			ཁ		o			ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོག			ཁ		o	ག		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོགས			ཁ		o	ག	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོང			ཁ		o	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོངས			ཁ		o	ང	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོཌ					o					unusual_stack	none	Consonant sequence does not match conservative role patterns.
ཁོད			ཁ		o	ད		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོན			ཁ		o	ན		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོབ			ཁ		o	བ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོམ			ཁ		o	མ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོམས			ཁ		o	མ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོའི										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁོར			ཁ		o	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོལ			ཁ		o	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁོས			ཁ		o	ས		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
ཁཾ					a					unsupported_orthographic_sign	none	Unsupported transcription-bearing Tibetan signs: U+0F7E
ཁྒོ			ཁ	ག	o			ཁག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྒོན			ཁ	ག	o	ན		ཁག		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྟ			ཁ	ཏ	a			ཁཏ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྟབ			ཁ	ཏ	a	བ		ཁཏ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྟོ			ཁ	ཏ	o			ཁཏ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྡོག			ཁ	ད	o	ག		ཁད		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྭ			ཁ	ཝ	a			ཁཝ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱ			ཁ	ཡ	a			ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱག			ཁ	ཡ	a	ག		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱགས			ཁ	ཡ	a	ག	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱང			ཁ	ཡ	a	ང		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱཆའ			ཁ	ཡ	a	འ		ཁཡ	ཆ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
ཁྱད			ཁ	ཡ	a	ད		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱན			ཁ	ཡ	a	ན		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱནས			ཁ	ཡ	a	ན	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱབ			ཁ	ཡ	a	བ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱབས			ཁ	ཡ	a	བ	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱམ			ཁ	ཡ	a	མ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱམས			ཁ	ཡ	a	མ	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱར			ཁ	ཡ	a	ར		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱལ			ཁ	ཡ	a	ལ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱི			ཁ	ཡ	i			ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱིགས			ཁ	ཡ	i	ག	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱིམ			ཁ	ཡ	i	མ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱིའི										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁྱིར			ཁ	ཡ	i	ར		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱུ			ཁ	ཡ	u			ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱུག			ཁ	ཡ	u	ག		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱུང			ཁ	ཡ	u	ང		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱུད			ཁ	ཡ	u	ད		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱུན			ཁ	ཡ	u	ན		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱུལ			ཁ	ཡ	u	ལ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱུས			ཁ	ཡ	u	ས		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱེད			ཁ	ཡ	e	ད		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱེའུ										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁྱེར			ཁ	ཡ	e	ར		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱེལ			ཁ	ཡ	e	ལ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱོ			ཁ	ཡ	o			ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱོམ			ཁ	ཡ	o	མ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྱོར			ཁ	ཡ	o	ར		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲ			ཁ	ར	a			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲག			ཁ	ར	a	ག		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲང			ཁ	ར	a	ང		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲཉིའ			ཁ	ར	i	འ		ཁར	ཉ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
ཁྲད			ཁ	ར	a	ད		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲབ			ཁ	ར	a	བ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲབས			ཁ	ར	a	བ	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲམ			ཁ	ར	a	མ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲམས			ཁ	ར	a	མ	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲལ			ཁ	ར	a	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲལས			ཁ	ར	a	ལ	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲས			ཁ	ར	a	ས		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲི			ཁ	ར	i			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིག			ཁ	ར	i	ག		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིགས			ཁ	ར	i	ག	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིད			ཁ	ར	i	ད		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིན			ཁ	ར	i	ན		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིབ			ཁ	ར	i	བ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིབས			ཁ	ར	i	བ	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིམ			ཁ	ར	i	མ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིམས			ཁ	ར	i	མ	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིལ			ཁ	ར	i	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲིས			ཁ	ར	i	ས		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲུ			ཁ	ར	u			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲུག			ཁ	ར	u	ག		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲུང			ཁ	ར	u	ང		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲུས			ཁ	ར	u	ས		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེ			ཁ	ར	e			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེགས			ཁ	ར	e	ག	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེང			ཁ	ར	e	ང		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེངས			ཁ	ར	e	ང	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེན			ཁ	ར	e	ན		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེབ			ཁ	ར	e	བ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེམ			ཁ	ར	e	མ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེམས			ཁ	ར	e	མ	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེའུ										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
ཁྲེལ			ཁ	ར	e	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲེས			ཁ	ར	e	ས		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲོ			ཁ	ར	o			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲོག			ཁ	ར	o	ག		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲོད			ཁ	ར	o	ད		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲོན			ཁ	ར	o	ན		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲོབ			ཁ	ར	o	བ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲོམ			ཁ	ར	o	མ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁྲོལ			ཁ	ར	o	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁླ			ཁ	ལ	a			ཁལ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ཁློད			ཁ	ལ	o	ད		ཁལ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
ག			ག		a			ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
གཀོང	ག		ཀ		o	ང		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
གཀོས	ག		ཀ		o	ས		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
གག					a				ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
གགས					a				ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
གང					a				ག;ང	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
གངས					a				ག;ང	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
གཅག	ག		ཅ		a	ག		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
གཅགས	ག		ཅ		a	ག	ས	ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
གཅང	ག		ཅ		a	ང		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
གཅཉོད					o					unusual_stack	none	Consonant sequence does not match conservative role patterns.
