tibetan_syllable	observed_forms	current_canonical_tier	role_parse_status	composition_status	feature_composed_target	component_rule_ids	supporting_evidence_ids	leave_one_out_status	domain_compatibility	correction_authority	blocker
ཀྱལ	khyul;kyal	provisional	fully_resolved	feature_complete_target_support_insufficient	kyal	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྱས	kyis;kyus	provisional	fully_resolved	feature_complete_target_support_insufficient	kyas	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱི	'kyi;Gras;Icags;byi;de;dieyil;ehyi;gi;gyi;khyi;ksi;kye;kyi;kyii;kyirgyalmo;kyiri;kyitsandan;nam;paksi;shon;siom;spyad;thugs	ambiguous	fully_resolved	feature_complete_unique	kyi	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྱིང	gyin;kyin	provisional	fully_resolved	feature_complete_target_support_insufficient	kyiṅ	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱིཏྲ	ksetra	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
ཀྱིད	bdag;kyed	provisional	fully_resolved	feature_complete_target_support_insufficient	kyid	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱིན	'oyin;gyin;kyin	canonical_feature_composed	fully_resolved	feature_complete_unique	kyin	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྱིབ	gib	provisional	fully_resolved	feature_complete_target_support_insufficient	kyib	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱིམ	Palast;gyim;khyim	canonical_independent_moderate	fully_resolved	feature_complete_target_support_insufficient	kyim	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱིའ	kitsu	provisional	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
ཀྱིའི	khyi’i	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཀྱིའུ	khyr’u	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཀྱིར	khyer;kyer	provisional	fully_resolved	feature_complete_target_support_insufficient	kyir	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱིལ	kbyil;khyil;kyil;re	provisional	fully_resolved	feature_complete_target_support_insufficient	kyil	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྱིས	gyis;kyis;kyisgdun;log;mi	ambiguous	fully_resolved	feature_complete_unique	kyis	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྱུ	khyu;kyu;’od	provisional	fully_resolved	feature_complete_target_support_insufficient	kyu	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྱུག	kyug	provisional	fully_resolved	feature_complete_target_support_insufficient	kyug	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྱུང	kyuni	provisional	fully_resolved	feature_complete_target_support_insufficient	kyuṅ	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱུད	khyud	canonical_independent_moderate	fully_resolved	feature_complete_target_support_insufficient	kyud	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱུར	kyur	provisional	fully_resolved	feature_complete_target_support_insufficient	kyur	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྱུས	kyus	canonical_feature_composed	fully_resolved	feature_complete_unique	kyus	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྱེ	khye;kye;kyi	ambiguous	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཀྱེད	Beiname;byed;khyed;kyed	canonical_independent_moderate	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཀྱེན	byin;gyen	provisional	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཀྱེམ	ee	provisional	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཀྱེའུ	bye’u	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཀྱེར	'khyer;khyer;rje	canonical_independent_moderate	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཀྱེལ	khyel	provisional	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཀྱོ	kyo	canonical_feature_composed	fully_resolved	feature_complete_unique	kyo	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྱོག	gyog;kyog	canonical_feature_composed	fully_resolved	feature_complete_unique	kyog	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྱོང	gyon;gyoṅ;kyon	provisional	fully_resolved	feature_complete_target_support_insufficient	kyoṅ	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱོད	Streiterei;gyod	provisional	fully_resolved	feature_complete_target_support_insufficient	kyod	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྱོན	gyon;kyon	provisional	fully_resolved	feature_complete_target_support_insufficient	kyon	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྱོར	kyor	provisional	fully_resolved	feature_complete_target_support_insufficient	kyor	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྱོལ	gyol;klapprig	provisional	fully_resolved	feature_complete_target_support_insufficient	kyol	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྲ	'tsheba;Gesicht;S;kra;rgya;rtab;tha’u	canonical_feature_composed	fully_resolved	feature_complete_unique	kra	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྲཁ	thal	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
ཀྲག	krag;pf	provisional	fully_resolved	feature_complete_target_support_insufficient	krag	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲང	gun;kran;than	provisional	fully_resolved	feature_complete_target_support_insufficient	kraṅ	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྲད	ko;krad	canonical_feature_composed	fully_resolved	feature_complete_unique	krad	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྲབ	krab;mi;zab	provisional	fully_resolved	feature_complete_target_support_insufficient	krab	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲམ	kram	provisional	fully_resolved	feature_complete_target_support_insufficient	kram	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲའ	srih	provisional	fully_resolved	feature_partial		RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
ཀྲས	kras	provisional	fully_resolved	feature_complete_target_support_insufficient	kras	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲི	Halstuch;N;bdud;gzigs;khri;kr;kri;kyi;ıhi	canonical_independent_moderate	fully_resolved	feature_complete_unique	kri	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྲིག	krig	provisional	fully_resolved	feature_complete_target_support_insufficient	krig	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲིགས	krigs	provisional	fully_resolved	feature_complete_target_support_insufficient	krigs	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲིམ	krem	provisional	fully_resolved	feature_complete_target_support_insufficient	krim	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྲིམས	krems	provisional	fully_resolved	feature_complete_target_support_insufficient	krims	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཀྲིལ	gyis;kril	provisional	fully_resolved	feature_complete_target_support_insufficient	kril	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲུ	kru;kü	provisional	fully_resolved	feature_complete_target_support_insufficient	kru	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཀྲུགས	krugs	canonical_feature_composed	fully_resolved	feature_complete_unique	krugs	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྲུང	kruṅ;krun;krun;krun;krun	canonical_feature_composed	fully_resolved	feature_complete_unique	kruṅ	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཀྲུམས	krums	provisional	fully_resolved	feature_complete_target_support_insufficient	krums	RESIDUAL_16C7C1641787;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
