source_form	canonical_form	difference_class	independent_tibetan_syllables	occurrences	domains	authorization_status
Hintert	sgo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Hlan	blan	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Hochzeitsrede	bsad	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Hohlraum	stoṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Hohngel	ri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Hufeisen	lcags	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Hund	khyi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
I	don	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
I	lcags	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
IIda	lṅa	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
INN	chi	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ION	ko	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ia	la	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ibur	taṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ibyin	rlabs	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Icags	kyi	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Icags	lcags	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Icam	lcam	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ice	lce	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:6	diagnostic_only
Ichags	chags	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Iched	por	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Id	ldiṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Idangyirkyen	ldan	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ide	lde	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:4;tibetan_proper_name:1	diagnostic_only
Ideg	ldeg	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Idem	ldem	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
Iderin	riṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Idog	ldog	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:4	diagnostic_only
Idum	ldum	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ignas	yin	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Igyurtare	re	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ijan	ldaṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ikugs	gas	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ildan	ldan	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1;tibetan_proper_name:1	diagnostic_only
Ima	bri	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imand	bu	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imand	gal	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imanu	hu	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imar	daṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ime	ke	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ime	mur	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imfam	jog	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imig	lam	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imos	spyod	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imri	gro	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imtbun	mthun	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imthin	ril	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Imthu	dpal	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Imthun	mthun	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
Imus	mus	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
In	lu	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1;sanskrit_or_indic_transcription:1	diagnostic_only
Inalikera	la	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Inas	nas	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Inchog	mchog	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Indien	bod	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Ine	ne	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Innereien	lto	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Inneres	khoṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Inor	rgyun	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ins	la	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ins	las	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Inubri	ri	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
Ira	lṅa	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Iradition	brgyad	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Irdar	rdo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Irma	chad	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Iron	byon	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Isa	dmigs	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Isbag	chen	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Isbyil	mo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ismad	smad	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Isman	sman	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ismin	smin	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
Ismra	spu	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Isno	sta	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ispra	spu	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Isrioms	las	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Isten	thog	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Isug	tsug	single_diacritic_confusion	1	0	tibetan_proper_name:1	diagnostic_only
Itad	stod	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Itag	rtag	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Itag	stag	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Itana	lta	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Itarna	ltar	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ite	lte	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:11	diagnostic_only
Ithon	thaṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ito	lto	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:4	diagnostic_only
Itrai	la	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Iu	lu	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Iugs	lugs	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
Iye	bye	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
J	dwa	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
JE	ji	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ja	ja	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2;unclear:2	diagnostic_only
Jags	jags	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Jam	jam	single_diacritic_confusion	1	12	ordinary_tibetan_lexical_or_compound:9;tibetan_proper_name:3	diagnostic_only
Jambha	re	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Jambhala	bya	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Jg	jig	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Jirob	ji	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Jo	ja	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
Joms	joms	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
Jon	ljon	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
Jun	jun	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Junggeselle	saṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
K	doṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
K	gal	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
K	nu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
KLETTER	pi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
KT	bye	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kamelhengst	gseb	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Kaulquappe	mo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kennzeichen	byad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Khon	khoṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kloster	la	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Kommission	ze	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Konstellation	skar	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Kopfsteuer	grwa	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kopfsteuer	khral	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kraft	stobs	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Krankheit	gźi	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Krankheiten	byed	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kreis	ri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Krieg	gzir	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Krone	pan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kuckuck	can	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Kuhbutter	mar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lagerplatz	yul	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Lasttr	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Le	la	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lebensklugheit	stan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lehrer	grwa	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lehrwerk	dan	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
Leiden	nad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Leiter	skas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Licht	od	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Loch	sgo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lohn	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lotusteich	bu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lya	bya	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Lyin	byin	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
M	bdud	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
M	byed	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
M	de	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
M	sman	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
M	tshigs	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
MO	mo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Mag	stag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Magnet	loṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Man	can	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
Mangobaum	braṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Mannsh	gaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Material	rdzas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Me	soṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Melasse	par	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Menschenkunde	brtag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Mer	maṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Meru	bya	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Ministerrat	grwa	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Mitgef	thugs	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
Mond	mthoṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Morgend	skyes	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Moschusduft	thod	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
Muster	ris	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
N	bzaṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
