tibetan_syllable	source	canonical_target	occurrence_count	current_alignment_status	rescue_category	layout_evidence	canonical_agreement_diagnostic_only	upgrade_authorized	blocker	sample_contexts
གཅོད	geod	gcod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བར་དུ་གཅོད་པ་ bar du geod pa auch bar gcod Be-
གཅོད	mo	gcod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	་གཅོད་གཏིང་འཕབྲིན་ mo geod gtin 'byin auch
གཅོད	pa	gcod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དྲ་ག་པ་གཅོད་པ་ dbyug pa gcod pa ↑ dbyig pa
གཏག	geig	gtag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟན་གཏག་པ Stan geig pa jmd., der in einer
གཏག	stoßen	gtag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏག་ 0579 stoßen, zerstampfen, schlagen.
གཏང	fur	gtaṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཆར་རྒྱགས་གཏང་ char rgyags 97:47) fur. auf sich || ཕྱིར་གཏང་ ༼ gtani fur. freilassen.
གཏང	fut	gtaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྣམ་པར་གཏང་ nnam par fut. zu [7?//7)/ par
གཏང	glar	gtaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏང་ glar
གཏང	gran	gtaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏང་ gran
གཏང	gtan	gtaṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	7055). ཆགས་ཉིལ་ད་གཏང་ chags Mil du gtan nieder-
གཏང	gtin	gtaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏང་ gtin Tiefe, Grund, Boden; ~ rin tief; ~ || གཏང་དཔག་ gtin dpog fur. gtin dpag ergründen. || གཏང་སླེབས་ gtin slebs ergründen.
གཏང	gton	gtaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏང་ བའ ནོར་ gton ༼/¢'/7 nor Besitz der Frei-
གཏང	gun	gtaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏང་དཔག་ gun dpag fur. zu gti dpog_ er-
གཏད	'gtad	gtad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏད་ 'gtad || གཏད་ 'gtad pf. und fur. zu !gtod, pf. auch || གཏད་ 'gtad
གཏད	Neb	gtad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ན་གཏད monie (Neb 483 f.).
གཏད	Ration	gtad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དམིགས་གཏད་ gtad Ration.
གཏད	glad	gtad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏད་ས་ glad sa jmd., dem man etw. an-
གཏར	chu	gtar	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆུ་ཨ་གཏར་ chu 3// gter \chu gter.
གཏར	gter	gtar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀ་པ་གཏར་སྟན་་ kon po gter ston ... || གཏར་མ་ gter ma Bez. für Schatztexte beson-
གཏིང	gein	gtiṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏིང་ཀློ་ gein klo
གཏིང	geod	gtiṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	་གཅོད་གཏིང་འཕབྲིན་ mo geod gtin 'byin auch
གཏུམ	Ar	gtum	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏུམ Ar gtum spyod
གཏུམ	gurkum	gtum	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"གཏུམ ""gurkum"
གཏུམ	pf	gtum	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏུམ་ 47//377 pf. Igtums 1111]). Ithums einhüllen.
གཏེར	blo	gter	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	gi གཏེར་མཆོག་ blo gter mchog.
གཏོ	divin	gto	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཁྱུགས་གཏོ་ ༡5/#77795 gto [divin.] ein Ritual.
གཏོ	eing	gto	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྤྲང་གཏོ gto eing
གཏོག	schnalzen	gtog	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྐན་གཏོག་ rkan 97:09 schnalzen.
གཏོགས	'gtogs	gtogs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏོགས་ 'gtogs || གཏོགས་ 'gtogs alttiber. gthogs.
གཏོགས	pf	gtogs	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏོགས་ 29/093 pf. rauben.
གཏོང	Anforderung	gtoṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བཀུལ་གཏོང་ Drul 502 Anforderung [von
གཏོང	lugs	gtoṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏོང་ལུགས་ ༠༠༩ lugs Umrechnungsmethode
གཏོང	vernich	gtoṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོར་ཁྲ་ཏག་ཏ་གཏོང་ gtor brlag du gton vernich-
གཏོར	gTor-ma	gtor	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མཆོད་གཏོར་ ༡༡༠༠ gtor gTor-ma als Opfer-
གཏོར	glor	gtor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏོར་ glor.
གཏོར	ma	gtor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྨན་རག་གཏོར་མ་ ssman rag ma Teigopfer
གཏོར	tog	gtor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	་ཏོག་གཏོར་བ་ me tog gtor ba npr. zukünftiger
གད	Gottheit	gad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གད ནཱ Gottheit (Neb 236).
གད	bgrad	gad	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དྲྭ་གད་ dgrad \bgrad.
གད	god	gad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གད་འདྲ་ god ’dre
གདགས	'gdags	gdags	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གདགས་ 'gdags
གདན	Unterlage	gdan	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དྲས་གདན་ ཞུ gdan Unterlage zum Schnei-
གདན	i	gdan	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	7 གདན i schaftlich, leidenschaft-
གདམས	unterweisen	gdams	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉེར་གདམས་ ༡70? gdams unterweisen.
གདུག	des	gdug	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	3 གདུག་རྣ་རྒྱན des Gottes Mahesvara.
གདུགས	Sonne	gdugs	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	Sm ri khri alttib. auch ?7/ gri. ཉི་གདུགས་ /7ཿ gdungs Sonne.
གདུང	Familienname	gduṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གདུང་ ། Familienname und erblicher Ti-
གདུང	gun	gduṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐུ་གདུང་ sh gun.
གདུང	odun	gduṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"གདུང་ ""odun"
གདོན	'gdon	gdon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གདོན་ 'gdon || གདོན 'gdon fut. zu ldon. || གདོན་ 'gdon
གདོན	sdon	gdon	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གདོན་ ?sdon ein Dämon, Geist; vgl. Neb 310
གནག	gragrjes	gnag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གནག་རྗེས་ gragrjes Spur von Rindern, Rinder-
གནག	pa	gnag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གནག་པ་ pa \gnag.
གནོང	re	gnoṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རེ་གནོང་ no re gnon Tno gnon.
གནོན	gron	gnon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཇིགས་གནོན་ gs gron auch 7:95 snon Bez. für
གནོན	rjes	gnon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	EN ་གནོན་ rjes gnon
གནོན	unterdrücken	gnon	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དྲག་གནོན་ drag 977077 unterdrücken.
གཙང	bsrel	gtsaṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀུ་ཤ་གཙང་བསྲེལ་ ku Sa 0757] bsrel (‘ku sa) „das
གཙང	sorgfältig	gtsaṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འགད་གཙང་ 977 gtsaṅ sorgfältig.
གཙེར	giser	gtser	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འགེལ་གཙེར་ gel giser
གཙོ	Beiname	gtso	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཆི་མེད་གྲོང་གཙོ་ 'chi med groṅ 9750 Beiname
གཙོ	bo	gtso	1	secure_transcription_outlier	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏྱ་ཡི་གཙོ་བོ་ khyu ༡// gtso bo Herr der Elefan- || དགའ་ལྡན་གཙོ་བོ་ dga’ ldan 9750 bo Beiname des
གཙོ	mo	gtso	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྨན་གྱི་གཙོ་མོ་ ssman gyi mo cine sman-mo-
གཞག	Darstellung	gźag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲིགས་རྣམ་གཞག་ sgrigs rnam 9779 Darstellung
གཞག	fur	gźag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉེ་བར་གཞག་ ie bar 9749 fur. zu tie bar 02
གཞག	gZag	gźag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉེར་གཞག་ ner gZag Konzentration.
