tibetan_syllable	feature_composed_target	tibetan_signs	parser_interpretation	component_rule_ids	domain	unsupported_sign_status	target_support_channel	retain_or_downgrade	rationale
རྒུ	rgu	U+0F62;U+0F92;U+0F74	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒུད	rgud	U+0F62;U+0F92;U+0F74;U+0F51	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒུན	rgun	U+0F62;U+0F92;U+0F74;U+0F53	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒོ	rgo	U+0F62;U+0F92;U+0F7C	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒོན	rgon	U+0F62;U+0F92;U+0F7C;U+0F53	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒྱང	rgyaṅ	U+0F62;U+0F92;U+0FB1;U+0F44	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:13	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒྱམ	rgyam	U+0F62;U+0F92;U+0FB1;U+0F58	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒྱུས	rgyus	U+0F62;U+0F92;U+0FB1;U+0F74;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྣག	rnag	U+0F62;U+0FA3;U+0F42	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྣགས	rnags	U+0F62;U+0FA3;U+0F42;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྣང	rnaṅ	U+0F62;U+0FA3;U+0F44	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྣམས	rnams	U+0F62;U+0FA3;U+0F58;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྣོགས	rnogs	U+0F62;U+0FA3;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྣོན	rnon	U+0F62;U+0FA3;U+0F7C;U+0F53	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:7;unclear:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྣོར	rnor	U+0F62;U+0FA3;U+0F7C;U+0F62	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྦ	rba	U+0F62;U+0FA6	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_B453155DE050;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=reviewed_full_target;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྦད	rbad	U+0F62;U+0FA6;U+0F51	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:7	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྦབ	rbab	U+0F62;U+0FA6;U+0F56	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྦས	rbas	U+0F62;U+0FA6;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྦོད	rbod	U+0F62;U+0FA6;U+0F7C;U+0F51	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_B453155DE050;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྨག	rmag	U+0F62;U+0FA8;U+0F42	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨད	rmad	U+0F62;U+0FA8;U+0F51	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:9	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྨན	rman	U+0F62;U+0FA8;U+0F53	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨས	rmas	U+0F62;U+0FA8;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨི	rmi	U+0F62;U+0FA8;U+0F72	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྨིག	rmig	U+0F62;U+0FA8;U+0F72;U+0F42	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྨུ	rmu	U+0F62;U+0FA8;U+0F74	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨུག	rmug	U+0F62;U+0FA8;U+0F74;U+0F42	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྨུགས	rmugs	U+0F62;U+0FA8;U+0F74;U+0F42;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨུར	rmur	U+0F62;U+0FA8;U+0F74;U+0F62	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨུས	rmus	U+0F62;U+0FA8;U+0F74;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨོ	rmo	U+0F62;U+0FA8;U+0F7C	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྨོག	rmog	U+0F62;U+0FA8;U+0F7C;U+0F42	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྨོངས	rmoṅs	U+0F62;U+0FA8;U+0F7C;U+0F44;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨོད	rmod	U+0F62;U+0FA8;U+0F7C;U+0F51	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨོན	rmon	U+0F62;U+0FA8;U+0F7C;U+0F53	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རྨཾ	rma	U+0F62;U+0FA8;U+0F7E	unsupported_orthographic_sign		ordinary_tibetan_lexical_or_compound:1	U+0F7E		downgrade	unsupported_orthographic_sign
རླག	rlag	U+0F62;U+0FB3;U+0F42	fully_resolved	CORPUS_5BE28982C775;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རླབས	rlabs	U+0F62;U+0FB3;U+0F56;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:14	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རླུང	rluṅ	U+0F62;U+0FB3;U+0F74;U+0F44	fully_resolved	CORPUS_5BE28982C775;CORPUS_ED2342564FDA;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རློབས	rlobs	U+0F62;U+0FB3;U+0F7C;U+0F56;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_ED2342564FDA;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རློམས	rloms	U+0F62;U+0FB3;U+0F7C;U+0F58;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_ED2342564FDA;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལགས	lags	U+0F63;U+0F42;U+0F66	fully_resolved	CORPUS_10051C382A6A;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལངས	laṅs	U+0F63;U+0F44;U+0F66	fully_resolved	CORPUS_10051C382A6A;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ལད	lad	U+0F63;U+0F51	fully_resolved	CORPUS_10051C382A6A;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ལབ	lab	U+0F63;U+0F56	fully_resolved	CORPUS_10051C382A6A;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལར	lar	U+0F63;U+0F62	fully_resolved	CORPUS_10051C382A6A;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ལཱ	la	U+0F63;U+0F71	unsupported_orthographic_sign		ordinary_tibetan_lexical_or_compound:3;sanskrit_or_indic_transcription:1	U+0F71		downgrade	unsupported_orthographic_sign
ལཱི	li	U+0F63;U+0F71;U+0F72	unsupported_orthographic_sign		sanskrit_or_indic_transcription:1	U+0F71		downgrade	unsupported_orthographic_sign
ལིན	lin	U+0F63;U+0F72;U+0F53	fully_resolved	CORPUS_10051C382A6A;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལུགས	lugs	U+0F63;U+0F74;U+0F42;U+0F66	fully_resolved	CORPUS_10051C382A6A;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:19	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལུད	lud	U+0F63;U+0F74;U+0F51	fully_resolved	CORPUS_10051C382A6A;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ལུམ	lum	U+0F63;U+0F74;U+0F58	fully_resolved	CORPUS_10051C382A6A;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ལོགས	logs	U+0F63;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལོངས	loṅs	U+0F63;U+0F7C;U+0F44;U+0F66	fully_resolved	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ལོད	lod	U+0F63;U+0F7C;U+0F51	fully_resolved	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལོན	lon	U+0F63;U+0F7C;U+0F53	fully_resolved	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:12	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ལོབ	lob	U+0F63;U+0F7C;U+0F56	fully_resolved	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ལོས	los	U+0F63;U+0F7C;U+0F66	fully_resolved	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒ	sga	U+0F66;U+0F92	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:11;unclear:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒང	sgaṅ	U+0F66;U+0F92;U+0F44	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:7;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒབ	sgab	U+0F66;U+0F92;U+0F56	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒམ	sgam	U+0F66;U+0F92;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:10;tibetan_proper_name:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒར	sgar	U+0F66;U+0F92;U+0F62	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:8;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒུ	sgu	U+0F66;U+0F92;U+0F74	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒུད	sgud	U+0F66;U+0F92;U+0F74;U+0F51	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒུམ	sgum	U+0F66;U+0F92;U+0F74;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒུར	sgur	U+0F66;U+0F92;U+0F74;U+0F62	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒོག	sgog	U+0F66;U+0F92;U+0F7C;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒོང	sgoṅ	U+0F66;U+0F92;U+0F7C;U+0F44	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:9	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒོམ	sgom	U+0F66;U+0F92;U+0F7C;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:18;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒོམས	sgoms	U+0F66;U+0F92;U+0F7C;U+0F58;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒོར	sgor	U+0F66;U+0F92;U+0F7C;U+0F62	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒོས	sgos	U+0F66;U+0F92;U+0F7C;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྱིད	sgyid	U+0F66;U+0F92;U+0FB1;U+0F72;U+0F51	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:9	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
